goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
CLMLT VISOR 运动帽,DT5253,¥89,0,白/白/黑,"[' ', ' ', 'OSFW', 'OSFM']","[' 到户外去锻炼吧。这款弹力太阳帽，含加衬汗带，佩带舒适。正面结构别致，力求适合艳阳天。后附扣带，方便调节。 ', '可调式扣带', 'Climalite汗带', '结构别致']","['https://img.adidas.com.cn/resources/2019/4/15/15553212968592329_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/155532128453440_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553212940739105_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553212895774329_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553212998679392_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553212867096487_2000X2000.jpg']",中性  运动表现  训练,1,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/16', 'goods_comment_comment': '质量好！满意！完全超出期望值，发货速度快，包装仔细、严实，顺丰公司服务态度很好，派送速度很快，很满意的一次购物！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/24', 'goods_comment_comment': '很好很舒服很优质我推荐这个商品哦很好很舒服很优质我推荐这个商品哦很好很舒服很优质我推荐这个商品哦'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT5253?locale=zh_CN
CLMLT VISOR 运动帽,DT8536,¥89,0,黑/黑/白,"[' ', ' ', 'OSFW', 'OSFM']","[' 到户外去锻炼吧。这款弹力太阳帽，含加衬汗带，佩带舒适。正面结构别致，力求适合艳阳天。后附扣带，方便调节。 ', '可调式扣带', 'Climalite汗带', '结构别致']","['https://img.adidas.com.cn/resources/2019/4/15/15553213087389099_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213070089290_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213116011486_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213006993141_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213032752384_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213135957738_2000X2000.jpg']",中性  运动表现  训练,2,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/16', 'goods_comment_comment': '质量好！满意！完全超出期望值，发货速度快，包装仔细、严实，顺丰公司服务态度很好，派送速度很快，很满意的一次购物！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/24', 'goods_comment_comment': '很好很舒服很优质我推荐这个商品哦很好很舒服很优质我推荐这个商品哦很好很舒服很优质我推荐这个商品哦'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT8536?locale=zh_CN
6PCAP LTWGT EMB 运动帽,DT8554,¥99,0,传奇墨水蓝/传奇墨水蓝/白,"[' ', ' ', 'OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计，力求让你无惧阳光。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2019/4/15/15553213196194083_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213149809911_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213230887989_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/1555321316913607_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213251293946_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213277449914_2000X2000.jpg']",中性  运动表现  训练,3,men,0,"[{'goods_comment_star': 4, 'goods_comment_time': '2019/04/11', 'goods_comment_comment': '比较不错，大爱adidas'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/09', 'goods_comment_comment': '夏天戴，好像热了些！还是很经典的款式，不错的，推荐购买！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/09', 'goods_comment_comment': '帽子很舒适大小也刚刚好 戴起来超nice'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/07', 'goods_comment_comment': '很好，尺寸材质都不错，这次男友穿上的样子！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/06', 'goods_comment_comment': '勉强可以 就是有点 小贵 感觉还是可以'}]",https://www.adidas.com.cn/item/DT8554?locale=zh_CN
C40 LINEAR CAP 运动帽,DU8152,¥129,0,白/黑,"[' ', 'OSFW', 'OSFM']","[' 把训练延伸至户外。这款帽子，含弧形帽檐和Climalite汗带，结构别致。配按扣后带，方便调节。一侧缀大号adidas徽标。 ', '聚酯纤维', '预成型弧形帽檐', '可调节按扣带', 'Climalite汗带', '旨在适合艳阳天']","['https://img.adidas.com.cn/resources/2019/4/15/15553213244333665_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/1555321331056141_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213170457439_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213138502367_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213265295203_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/15/15553213211023737_2000X2000.jpg']",中性  运动表现  训练,4,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/26', 'goods_comment_comment': 'lt&#39;&#39;s very good.feichangbucuo'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/27', 'goods_comment_comment': '我喜欢这个帽子，我永远喜欢阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/17', 'goods_comment_comment': '材质适合春夏秋，黑色经典款，我和儿子都可以带，好看。'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/02/13', 'goods_comment_comment': '喜欢这款帽子的设计，很不错，如果是反光的那种字体就更nice了'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/11', 'goods_comment_comment': '非常好的东西啊 值得购买 推荐 推荐'}]",https://www.adidas.com.cn/item/DU8152?locale=zh_CN
S16 THE PACKCAP 运动帽,DT8576,¥199,0,黑/黑/白,"[' ', 'OSFW', 'OSFM']","[' 这款帽子，力求为你在晴日里带来遮覆，采用低弧度帽檐，旨在为双眼遮挡阳光。后扣可调节，另缀adidas运动徽标，更添运动型格。 ', '均码', '聚酯纤维', '低弧度帽檐', '后搭扣', 'adidas运动徽标', '旨在适合艳阳天']","['https://img.adidas.com.cn/resources/2019/4/11/15549743084721097_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549743202838396_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549743182562607_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549743059525521_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549743126846901_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549743153806481_2000X2000.jpg']",中性  运动表现  训练,5,men,0,[],https://www.adidas.com.cn/item/DT8576?locale=zh_CN
THREES4PANEL 帽子,DU8293,¥299,0,浅陈金土/白,"[' ', 'OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/4/11/15549764316429265_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549764357003334_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549764397997983_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549764293047107_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549764374103292_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549764416407137_2000X2000.jpg']",中性  ORIGINALS,6,men,0,[],https://www.adidas.com.cn/item/DU8293?locale=zh_CN
AF TRUCKER TREF 帽子,DV0169,¥199,0,学院藏青蓝/学院藏青蓝,"[' ', ' ', 'OSFM']","[' 这款卡车司机帽，经典“对对碰”。中间缀大号三叶草绣标，帽檐略带弧形。采用棉面料搭配网材幅片，含按扣后带。 ', '棉', '预成型弧形帽檐', '可调节按扣搭扣', '网材后片']","['https://img.adidas.com.cn/resources/2019/4/12/15550325251532415_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550325183541437_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550325291776796_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550325202906197_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550325228265993_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550325269916014_2000X2000.jpg']",中性  ORIGINALS,7,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/16', 'goods_comment_comment': ' 挺好的 挺好的 挺好的 挺好的'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/12', 'goods_comment_comment': '好评！戴着合适！物流很快，第二天就到了。满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/10', 'goods_comment_comment': '很帅啦，实物很好看 适合夏天的节奏'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/03/30', 'goods_comment_comment': '非常棒非常棒非常棒非常棒非常棒'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/03/24', 'goods_comment_comment': '很爱的帽子 新款  实体店里看到  立马官网下单了'}]",https://www.adidas.com.cn/item/DV0169?locale=zh_CN
3 STRIPE SNAP 帽子,DV0196,¥349,0,黑/黑,"[' ', 'OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/4/11/15549763176179697_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549763209508227_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549763155713799_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549763261649512_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549763236195172_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/1554976329125911_2000X2000.jpg']",中性  ORIGINALS,8,men,0,[],https://www.adidas.com.cn/item/DV0196?locale=zh_CN
ADIC WASHED CAP 帽子,DV0206,¥199,0,蒸汽白 青灰/白,"[' ', 'OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/4/11/15549762914629118_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549762864333428_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549762883154974_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549762841933017_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549762957368539_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/11/15549762933882046_2000X2000.jpg']",中性  ORIGINALS,9,men,0,[],https://www.adidas.com.cn/item/DV0206?locale=zh_CN
adidas neo C40 LOGO CAP 帽子,DW9046,¥129,0,学院藏青蓝/亮橙/学院藏青蓝,"[' ', ' ', 'OSFW']",[],"['https://img.adidas.com.cn/resources/2019/4/12/15550323183466903_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550323276799637_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550323256402286_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/15550323231055039_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/155503232028564_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/12/1555032329603502_2000X2000.jpg']",中性  adidas neo,10,men,0,[],https://www.adidas.com.cn/item/DW9046?locale=zh_CN
