产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Superdry trucker cap,10858303,¥207.11,¥0,khaki,"['xl', 'l']","['Tops things off nicely', 'Mesh panel to back', 'Panelled crown', 'Curved peak', 'Snapback fastening', 'Textile upper', 'No sheen, just feels', 'Main: 100% Textile.']","['https://images.asos-media.com/products/superdry-trucker-cap/10858303-1-khaki?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/superdry-trucker-cap/10858303-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/superdry-trucker-cap/10858303-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/superdry-trucker-cap/10858303-4?$XXL$&wid=870&fit=constrain']",1,women,2,https://www.asos.com/superdry/superdry-trucker-cap/prd/10858303?clr=khaki
ASOS DESIGN fisherman rib beanie in recycled polyester,9553605,¥45.04,¥0,black,"['xl', 'l']","['Top things off nicely', 'Domed crown', 'Turn-up brim', 'Part of the Eco Edit', 'Cos caring for the planet is cool', 'Main: 99% Polyester, 1% Elastane.']","['https://images.asos-media.com/products/asos-design-fisherman-rib-beanie-in-recycled-polyester/9553605-1-black?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-fisherman-rib-beanie-in-recycled-polyester/9553605-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-fisherman-rib-beanie-in-recycled-polyester/9553605-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-fisherman-rib-beanie-in-recycled-polyester/9553605-4?$XXL$&wid=870&fit=constrain']",32,women,2,https://www.asos.com/asos-design/asos-design-fisherman-rib-beanie-in-recycled-polyester/prd/9553605?clr=black
adidas Originals Embroidered Logo Beanie In Black,9804279,¥180.18,¥0,black,"['xl', 'l']","['Tops things off nicely', 'Turn-up brim', 'Embroidered adidas logo', 'We’ve always got time for the Trefoil', 'Soft-touch knit', 'Ticks all your comfort boxes', 'Main: 100% Acrylic.']","['https://images.asos-media.com/products/adidas-originals-embroidered-logo-beanie-in-black/9804279-1-black?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/adidas-originals-embroidered-logo-beanie-in-black/9804279-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/adidas-originals-embroidered-logo-beanie-in-black/9804279-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/adidas-originals-embroidered-logo-beanie-in-black/9804279-4?$XXL$&wid=870&fit=constrain']",28,women,2,https://www.asos.com/adidas-originals/adidas-originals-embroidered-logo-beanie-in-black/prd/9804279?clr=black
New Era 9Forty exclusive olive cap with tonal NY,10354341,¥153.15,¥0,khaki,"['xl', 'l']","['For head-to-toe style', 'Domed crown', 'Curved peak', 'Branded design', 'For that logo lifestyle', 'Adjustable back strap fastening', 'Cotton twill', 'Ribbed, diagonal pattern', 'Slightly structured, very versatile', 'Main: 100% Cotton.']","['https://images.asos-media.com/products/new-era-9forty-exclusive-olive-cap-with-tonal-ny/10354341-1-khaki?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-era-9forty-exclusive-olive-cap-with-tonal-ny/10354341-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-era-9forty-exclusive-olive-cap-with-tonal-ny/10354341-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-era-9forty-exclusive-olive-cap-with-tonal-ny/10354341-4?$XXL$&wid=870&fit=constrain']",31,women,2,https://www.asos.com/new-era/new-era-9forty-exclusive-olive-cap-with-tonal-ny/prd/10354341?clr=khaki
