产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
ASOS DESIGN bucket hat with motif,10832217,¥108.11,¥0,black,"['xl', 'l']","['Complete the look', 'Flat top', 'Contrast embroidery', ""It's all in the details"", 'Wide brim', 'Bucket style', 'Pure cotton', 'Why complicate things?', 'Lining: 96% Polyester, 4% Elastane, Main: 100% Cotton.']","['https://images.asos-media.com/products/asos-design-bucket-hat-with-motif/10832217-1-black?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-bucket-hat-with-motif/10832217-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-bucket-hat-with-motif/10832217-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-bucket-hat-with-motif/10832217-4?$XXL$&wid=870&fit=constrain']",10,women,1,https://www.asos.com/asos-design/asos-design-bucket-hat-with-motif/prd/10832217?clr=black
Weekday Chunky Beanie,9719662,¥180.18,¥0,navy,"['xl', 'l']","['Tops things off nicely', 'Domed crown', 'Turn-up brim', 'Plain design', 'A wardrobe staple', 'Chunky knit', 'Soft-touch style', 'Main: 70% Acrylic, 30% Wool']","['https://images.asos-media.com/products/weekday-chunky-beanie/9719662-1-navy?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/weekday-chunky-beanie/9719662-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/weekday-chunky-beanie/9719662-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/weekday-chunky-beanie/9719662-4?$XXL$&wid=870&fit=constrain']",9,women,1,https://www.asos.com/weekday/weekday-chunky-beanie/prd/9719662?clr=navy
New Look fluffy faux fur pom pom bobble hat in khaki,11201127,¥62.97,¥0,dark-khaki,"['xl', 'l']","['Tops things off nicely', 'Faux-fur pom pom', 'Turn-up brim peak', 'Fluffy knit', 'Ticks all your comfort boxes', 'Main: 70% Polyester, 30% Nylon, Trim: 69% Modacrylic, 31% Acrylic.']","['https://images.asos-media.com/products/new-look-fluffy-faux-fur-pom-pom-bobble-hat-in-khaki/11201127-1-darkkhaki?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-look-fluffy-faux-fur-pom-pom-bobble-hat-in-khaki/11201127-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-look-fluffy-faux-fur-pom-pom-bobble-hat-in-khaki/11201127-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/new-look-fluffy-faux-fur-pom-pom-bobble-hat-in-khaki/11201127-4?$XXL$&wid=870&fit=constrain']",7,women,1,https://www.asos.com/new-look/new-look-fluffy-faux-fur-pom-pom-bobble-hat-in-khaki/prd/11201127?clr=dark-khaki
ASOS DESIGN geo trapper hat,10752534,¥162.16,¥0,black-and-white,"['xl', 'l']","['Tops things off nicely', 'Geo print', 'Borg lining', 'Clasp fastening', 'Filling: 100% Polyester, Lining: 100% Polyester, Main: 63% Polyester, 34% Cotton, 3% Elastane.']","['https://images.asos-media.com/products/asos-design-geo-trapper-hat/10752534-1-blackandwhite?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-geo-trapper-hat/10752534-2?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-geo-trapper-hat/10752534-3?$XXL$&wid=870&fit=constrain', 'https://images.asos-media.com/products/asos-design-geo-trapper-hat/10752534-4?$XXL$&wid=870&fit=constrain']",6,women,1,https://www.asos.com/asos-design/asos-design-geo-trapper-hat/prd/10752534?clr=black-and-white
