goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_url
Nike AeroBill Tailwind,BV2205-010,￥179,￥0,黑,['均码'],"['轻盈透气', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '匠心排布的 3D 热度对应激光穿孔设计，优化透气性', '内置汗带，有助保持干爽', '产品细节', '单手可调式扣合设计，带来专属贴合感受', '反光细节', '工程针织面料，塑就纹理外观', '前片拼接：94% 聚酯纤维/6% 氨纶。下帽檐：100% 聚酯纤维。前片里料：79% 聚酯纤维/21% 氨纶。', '\n', '手洗', '不适合用作个人防护装备', '显示颜色： 黑', '款式： BV2205-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hxyldul2drvyzbaupmuo/aerobill-tailwind-跑步运动帽-qPvpqw.jpg'],跑步运动帽,9,mens,1,https://www.nike.com/cn/t/aerobill-tailwind-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-qPvpqw
Nike Classic99,BV2192-010,￥199,￥0,黑/黑/黑,['均码'],"['卡车帽风格邂逅岛屿魅力', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '迷你网眼后拼接设计，提升透气效果', '内置汗带，有助导湿速干', '产品细节', '背面可调节扣带设计', '反光徽章巧搭棕榈树图案', '面料/前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '不适合用作个人防护装备 (PPE)', '显示颜色： 黑/黑/黑', '款式： BV2192-010']","['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xzfitlxkgvt1prds35ph/classic99-跑步运动帽-7tjwcj.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/tcsif1w5ghopn1pibjip/classic99-跑步运动帽-7tjwcj.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fwpy0quyxgit6buacjtw/classic99-跑步运动帽-7tjwcj.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/x25milgugodbi9jtqpuh/classic99-跑步运动帽-7tjwcj.jpg']",跑步运动帽,8,mens,1,https://www.nike.com/cn/t/classic99-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-7tjwcj
Nike Sportswear Tailwind Checkered,BV3386-011,￥159,￥199,黑/赭黄,['均码'],"['透气网眼，轻盈包覆', '其他细节', '塔夫绸面料，轻盈耐用', '网眼侧拼接，提升透气性', '背面扣带搭配夹扣设计，可供自由调节贴合效果', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 黑/赭黄', '款式： BV3386-011']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/phu7yarypituxu2vtr5z/sportswear-tailwind-checkered-运动帽-LjHw23.jpg'],运动帽,59,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-checkered-%E8%BF%90%E5%8A%A8%E5%B8%BD-LjHw23
Nike F.C. AeroBill Tailwind,BV3805-838,￥159,￥199,冰番石榴色/白,['均码'],"['轻盈透气', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调节扣合设计，打造专属贴合感', '弧形帽檐，流线贴合', '产品细节', '面料：100% 聚酯纤维。里料：100% 聚酯纤维。', '手洗', '显示颜色： 冰番石榴色/白色', '款式： BV3805-838']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/dko5invxuhrvhaxt84jl/f-c-aerobill-tailwind-足球可调节运动帽-8mJQ9X.jpg'],足球可调节运动帽,58,mens,1,https://www.nike.com/cn/t/f-c-aerobill-tailwind-%E8%B6%B3%E7%90%83%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-8mJQ9X/BV3805-838
Nike F.C. AeroBill Tailwind,BV3805-010,￥159,￥199,黑/白,['均码'],"['轻盈透气', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调节扣合设计，打造专属贴合感', '弧形帽檐，流线贴合', '产品细节', '面料：100% 聚酯纤维。里料：100% 聚酯纤维。', '手洗', '显示颜色： 黑/白色', '款式： BV3805-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wehpht06nxstdsy7ge84/f-c-aerobill-tailwind-足球可调节运动帽-8mJQ9X.jpg'],足球可调节运动帽,58,mens,1,https://www.nike.com/cn/t/f-c-aerobill-tailwind-%E8%B6%B3%E7%90%83%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-8mJQ9X
Jordan Classic99 Jumpman Air,AV8441-814,￥199,￥249,浅深红/松绿/雾杉木绿,['均码'],"['出众设计，隽永外观', '其他细节', '透气面料，帮助保持干爽舒适，缔造心无旁骛的运动体验', '优质斜纹面料，塑就出众的外观和质感', '背面按扣式扣带设计，可随头型调节贴合感', '产品细节', '面料/前片拼接（背面）：100% 聚酯纤维', '手洗', '显示颜色： 浅深红/松绿/雾杉木绿', '款式： AV8441-814']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/zkgv36wgusk2ozgyhrqy/jordan-classic99-jumpman-air-可调节运动帽-KqHFQ1.jpg'],可调节运动帽,56,mens,1,https://www.nike.com/cn/t/jordan-classic99-jumpman-air-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-KqHFQ1
Nike Sportswear AW84,891297-492,￥159,￥199,空间蓝/白色/狼灰,['均码'],"['轻盈舒适', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '可调节扣合设计，打造专属舒适体验', '刺绣孔眼营造出色的空气流通效果', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 空间蓝/白色/狼灰', '款式： 891297-492']","['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d4lhobqsbk9i7ttdpxxb/sportswear-aw84-可调节运动帽-bmH4H5.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fvajihipraxgwsyp5mdk/sportswear-aw84-可调节运动帽-bmH4H5.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kc5a959enpv6a8rulhcs/sportswear-aw84-可调节运动帽-bmH4H5.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ymedmuvfrz7ypmdw67mn/sportswear-aw84-可调节运动帽-bmH4H5.jpg']",可调节运动帽,57,mens,1,https://www.nike.com/cn/t/sportswear-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-bmH4H5
NikeCourt AeroBill Rafa Heritage86,850666-716,￥139,￥169,光辉荧光黄/浅碳蓝,['均码'],"['舒适透气，玩转赛场', '其他细节', 'Nike AeroBill 技术有助导湿速干，营造轻盈透气效果', '针织汗带，有助导湿', '背面可调式扣合设计，稳固贴合', '产品细节', '刺绣孔眼', '刺绣公牛标志', '面料/里料/帽檐：100% 聚酯纤维', '手洗', '显示颜色： 光辉荧光黄/浅碳蓝', '款式： 850666-716']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/x9ibrad6okexgomhj0ln/nikecourt-aerobill-rafa-heritage86-网球运动帽-9lwwL9.jpg'],网球运动帽,54,mens,1,https://www.nike.com/cn/t/nikecourt-aerobill-rafa-heritage86-%E7%BD%91%E7%90%83%E8%BF%90%E5%8A%A8%E5%B8%BD-9lwwL9
Nike Sportswear Pro Swoosh,639534-439,￥139,￥199,力量靛青/松绿/白,['均码'],"['现代风范，专属舒适体验', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 力量靛青/松绿/白色', '款式： 639534-439']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/imcxasps8pfi9ekeikwm/sportswear-pro-swoosh-可调节运动帽-Lqx7jT.jpg'],可调节运动帽,55,mens,1,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Lqx7jT
Nike SB Icon,628683-104,￥139,￥169,白色/黑/黑/黑,['均码'],"['现代风范，专属舒适体验', '其他细节', '六片式拼接设计巧搭衬里接缝镶边，舒适耐久', '拼接各片均融入刺绣孔眼设计，增强透气性', '正面 3D 刺绣元素，格调非凡', '背面按扣设计，打造可调节的舒适贴合感', '产品细节', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/黑/黑/黑', '款式： 628683-104']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xzolxlxjaorl3a9yssye/sb-icon-可调节运动帽-QTx1w1.jpg'],可调节运动帽,53,mens,1,https://www.nike.com/cn/t/sb-icon-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-QTx1w1
Nike Classic99,BV2192-686,￥159,￥199,激光紫红/波尔多酒红色/橘皮黄,['均码'],"['卡车帽风格邂逅岛屿魅力', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '迷你网眼后拼接设计，提升透气效果', '内置汗带，有助导湿速干', '产品细节', '背面可调节扣带设计', '反光徽章巧搭棕榈树图案', '面料/前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '不适合用作个人防护装备 (PPE)', '显示颜色： 激光紫红/波尔多酒红色/橘皮黄', '款式： BV2192-686']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/snmjvojos3n7sokx3k2t/classic99-跑步运动帽-6gqWzT.jpg'],跑步运动帽,51,mens,1,https://www.nike.com/cn/t/classic99-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-6gqWzT
Nike SB Fisherman,628684-011,￥139,￥199,黑/白,['均码'],"['轻盈保暖', '罗纹结构，舒适耐穿', '腈纶面料质感柔软，轻盈保暖', '翻边设计，舒适贴合头部', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 黑/白色', '款式： 628684-011']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xt11iigre3vhwqa6as9s/sb-fisherman-针织帽-lG026w.jpg'],针织帽,52,mens,1,https://www.nike.com/cn/t/sb-fisherman-%E9%92%88%E7%BB%87%E5%B8%BD-lG026w
Nike AeroBill Tailwind,BV2205-100,￥149,￥179,白,['均码'],"['轻盈透气', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '匠心排布的 3D 热度对应激光穿孔设计，优化透气性', '内置汗带，有助保持干爽', '产品细节', '单手可调式扣合设计，带来专属贴合感受', '反光细节', '工程针织面料，塑就纹理外观', '前片拼接：94% 聚酯纤维/6% 氨纶。下帽檐：100% 聚酯纤维。前片里料：79% 聚酯纤维/21% 氨纶。', '\n', '手洗', '不适合用作个人防护装备', '显示颜色： 白色', '款式： BV2205-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bag4dwz1nancuefmig2i/aerobill-tailwind-跑步运动帽-j8tRhr.jpg'],跑步运动帽,50,mens,1,https://www.nike.com/cn/t/aerobill-tailwind-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-j8tRhr
Nike,AV8006-492,￥129,￥179,空间蓝/哈瓦那红,['均码'],"['东京荣耀', '产品细节', '面料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 空间蓝/哈瓦那红', '款式： AV8006-492']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/gmntzajjqf8uz8t7cqnz/跑步针织帽-dwMd1h.jpg'],跑步针织帽,49,mens,1,https://www.nike.com/cn/t/%E8%B7%91%E6%AD%A5%E9%92%88%E7%BB%87%E5%B8%BD-dwMd1h
Nike Sportswear Tailwind Checkered,BV3386-492,￥159,￥199,空间蓝/大学红,['均码'],"['透气网眼，轻盈包覆', '其他细节', '塔夫绸面料，轻盈耐用', '网眼侧拼接，提升透气性', '背面扣带搭配夹扣设计，可供自由调节贴合效果', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 空间蓝/大学红', '款式： BV3386-492']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/upqtcb9dzpwaxawndpcs/sportswear-tailwind-checkered-运动帽-LjHw23.jpg'],运动帽,59,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-checkered-%E8%BF%90%E5%8A%A8%E5%B8%BD-LjHw23/BV3386-492
Nike Classic99,BV2192-100,￥199,￥0,白色/狼灰/黑曜石,['均码'],"['卡车帽风格邂逅岛屿魅力', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '迷你网眼后拼接设计，提升透气效果', '内置汗带，有助导湿速干', '产品细节', '背面可调节扣带设计', '反光徽章巧搭棕榈树图案', '面料/前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '不适合用作个人防护装备 (PPE)', '显示颜色： 白色/狼灰/黑曜石色', '款式： BV2192-100']","['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sqh9lrf5sc97ycd1094l/classic99-跑步运动帽-p4g3cL.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/arfhprbbyitqd9lisjvv/classic99-跑步运动帽-p4g3cL.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wvxaottcqqebwk23pwte/classic99-跑步运动帽-p4g3cL.jpg', 'https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wpfytevfj98u97afjvmm/classic99-跑步运动帽-p4g3cL.jpg']",跑步运动帽,48,mens,1,https://www.nike.com/cn/t/classic99-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-p4g3cL
Jordan Classic99 Block Jumpman,CI3995-010,￥249,￥0,黑/白,['均码'],"['包覆出众，时尚风范', '其他细节', '棉质面料，塑就柔软舒适感', '前后都饰有 Jumpman 字标刺绣', '按扣式扣带设计，可随头型调节贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 黑/白色', '款式： CI3995-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/gfgj8lhtlzt9gi1qstvw/jordan-classic99-block-jumpman-运动帽-DF8fbr.jpg'],运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-classic99-block-jumpman-%E8%BF%90%E5%8A%A8%E5%B8%BD-DF8fbr/CI3995-010
Jordan Classic99 Block Jumpman,CI3995-623,￥249,￥0,星尘珊瑚红/石英铜绿,['均码'],"['包覆出众，时尚风范', '其他细节', '棉质面料，塑就柔软舒适感', '前后都饰有 Jumpman 字标刺绣', '按扣式扣带设计，可随头型调节贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 星尘珊瑚红/石英铜绿', '款式： CI3995-623']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/o3x5suiymbckmmy7ntse/jordan-classic99-block-jumpman-运动帽-DF8fbr.jpg'],运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-classic99-block-jumpman-%E8%BF%90%E5%8A%A8%E5%B8%BD-DF8fbr/CI3995-623
Jordan Classic99 Block Jumpman,CI3995-100,￥249,￥0,白色/黑,['均码'],"['包覆出众，时尚风范', '其他细节', '棉质面料，塑就柔软舒适感', '前后都饰有 Jumpman 字标刺绣', '按扣式扣带设计，可随头型调节贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 白色/黑', '款式： CI3995-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ukhvj31bazdxjn68iiqg/jordan-classic99-block-jumpman-运动帽-DF8fbr.jpg'],运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-classic99-block-jumpman-%E8%BF%90%E5%8A%A8%E5%B8%BD-DF8fbr
Nike Sportswear Heritage86,CI3126-010,￥199,￥0,黑,['均码'],"['时尚迷彩，舒适体验', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '6 片式拼接设计，打造经典造型和贴合体验', '刺绣孔眼提升透气效果', '产品细节', '面料：100% 聚酯纤维。里料：65%\xa0聚酯纤维/35%\xa0棉。', '不可洗涤', '显示颜色： 黑', '款式： CI3126-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ddxcvqvkixmpn2xxldbi/sportswear-heritage86-迷彩运动帽-qx9tVq.jpg'],迷彩运动帽,45,mens,1,https://www.nike.com/cn/t/sportswear-heritage86-%E8%BF%B7%E5%BD%A9%E8%BF%90%E5%8A%A8%E5%B8%BD-qx9tVq
Nike Sportswear Tailwind Swoosh,CI3316-455,￥199,￥0,深宝蓝,['均码'],"['经典舒适', '其他细节', '锦纶面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '产品细节', '面料：100% 锦纶。里料：100% 聚酯纤维。', '手洗', '显示颜色： 深宝蓝', '款式： CI3316-455']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hn45xxjevcdy3zejms54/sportswear-tailwind-swoosh-可调节运动帽-CQq46V.jpg'],可调节运动帽,46,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-CQq46V/CI3316-455
Jordan Pro Trophy,CI4169-623,￥249,￥0,星尘珊瑚红/松绿,['均码'],"['非凡舒适，冠军风范', '其他细节', '棉质斜纹布面料带来出众舒适质感', '刺绣毛毡贴片搭配梭织奖杯标志，彰显 MJ 的辉煌成就', '按扣式扣合设计，打造专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 星尘珊瑚红/松绿', '款式： CI4169-623']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/htmmsqnn3l5yb4wxe7vr/jordan-pro-trophy-运动帽-Z1Q94d.jpg'],运动帽,44,mens,1,https://www.nike.com/cn/t/jordan-pro-trophy-%E8%BF%90%E5%8A%A8%E5%B8%BD-Z1Q94d/CI4169-623
Jordan Pro Trophy,CI4169-100,￥249,￥0,白色/松绿,['均码'],"['非凡舒适，冠军风范', '其他细节', '棉质斜纹布面料带来出众舒适质感', '刺绣毛毡贴片搭配梭织奖杯标志，彰显 MJ 的辉煌成就', '按扣式扣合设计，打造专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 白色/松绿', '款式： CI4169-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ezfbubfdxxnoxjmcwiqa/jordan-pro-trophy-运动帽-Z1Q94d.jpg'],运动帽,44,mens,1,https://www.nike.com/cn/t/jordan-pro-trophy-%E8%BF%90%E5%8A%A8%E5%B8%BD-Z1Q94d
