产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Heron Preston x Carhartt Beanie,HMLC002F187200351096,$256.0,$0.0,Black Crystal,['OS'],"['Cotton fabric', 'Ribbed beanie', 'Carhartt and Heron Preston patch on front', 'Style: HMLC002F187200351096', 'Color: Black Crystal', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-31.jpg?v=1545166275', 'http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-30.jpg?v=1545166275', 'http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-33.jpg?v=1545166275']",1,men,1,https://kith.com/products/hp-x-carhartt-beanie-black-crystal
Heron Preston x Carhartt Beanie,HMLC002F187200352496,$256.0,$0.0,Bordeaux Crystal,['OS'],"['Cotton fabric', 'Ribbed beanie', 'Carhartt and Heron Preston patch on front', 'Style: HMLC002F187200352496', 'Color: Bordeaux Crystal', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-29.jpg?v=1545166222', 'http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-28.jpg?v=1545166222', 'http://cdn.shopify.com/s/files/1/0094/2252/products/prestoncarhart-32.jpg?v=1545166222']",2,men,1,https://kith.com/products/hp-x-carhartt-beanie-bordeaux-crystal
Kith Serif Beanie,KH9290-100,$50.0,$0.0,Black,['OS'],"['Acrylic fabric', 'Embroidered Kith serif logo on front', 'Style: KH9290-100', 'Color: Black', 'Material: 100% Acrylic']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3804-2.jpg?v=1544740249', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3805-2.jpg?v=1544740252']",3,men,1,https://kith.com/products/kith-serif-beanie-black
Kith Serif Beanie,KH9290-105,$50.0,$0.0,Shark,['OS'],"['Acrylic fabric', 'Embroidered Kith serif logo on front', 'Style: KH9290-105', 'Color: Shark', 'Material: 100% Acrylic']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3804.jpg?v=1544740292', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3805_7c659158-1ef2-4a6b-8e66-c7bf39bc8ef7.jpg?v=1544740295']",4,men,1,https://kith.com/products/kith-serif-beanie-shark
Kith Serif Beanie,KH9290-106,$50.0,$0.0,Forest,['OS'],"['Acrylic fabric', 'Embroidered Kith serif logo on front', 'Style: KH9290-106', 'Color: Forest', 'Material: 100% Acrylic']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3802_a8a44e18-0318-43db-a648-8d3d8b70fb1e.jpg?v=1544740272', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3803_c3dd2535-c276-410a-a95f-ebfd91c3b923.jpg?v=1544740274']",5,men,1,https://kith.com/products/kith-serif-beanie-forest
Nike NSW Beanie ACG,NKAV4775.010,$30.0,$0.0,Black,['OS'],"['span>Acrylic and w >ool  blend  >fabric', 'span>Cuffed design for a snug fit', 'span>Folded rim >', 'span>ACG logo', 'Style:  NKAV4775.010', 'Color: Black', 'Material:  70% Acrylic / 30% Wool']","['http://cdn.shopify.com/s/files/1/0094/2252/products/NKAV4775.010-1.jpg?v=1544626439', 'http://cdn.shopify.com/s/files/1/0094/2252/products/NKAV4775.010-2.jpg?v=1544626441']",6,men,1,https://kith.com/products/nike-u-nsw-beanie-acg-black
Kith x nonnative Ripstop Runners Cap,KH5708-103,$55.0,$0.0,Grey,"['N/A', 'OS']","['Nylon ripstop fabric', 'Mesh inserts', 'Embroidered Kith classic logo on front', 'Nylon webbing closure with plastic clip adjuster', 'One size fits all', 'Style: KH5708-103', 'Color: Grey', 'Material: Nylon / Mesh']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2991_280c67f9-f1a5-48cc-8689-1254dd7d8129.jpg?v=1542746852', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2992_2fab8291-71f8-41ab-88ff-5ec9ec881641.jpg?v=1542746852', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2993_095a4e39-8f8e-49d1-9a13-61b38d4db64d.jpg?v=1542746852']",7,men,1,https://kith.com/products/kith-x-nonntaive-ripstop-runners-cap-grey
Kith Wreath Blackwatch Cap,KH5183-109,$60.0,$0.0,Navy / Blue,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Custom woven patch', 'Gold hardware', 'Style: KH5183-109', 'Color: Navy / Blue', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1141_eaf2acac-307e-425d-89c5-95bb849586f4.jpg?v=1540498326', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1142_a3de4112-4d17-4bea-9574-46457cc15467.jpg?v=1540498328', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1143_d2d7a3b4-111a-4d28-ab4d-e237b31e3b63.jpg?v=1540498330']",8,men,1,https://kith.com/products/kith-wreath-blackwatch-cap-navy-blue
Kith Wreath Blackwatch Cap,KH5183-106,$60.0,$0.0,Navy / Green,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Custom woven patch', 'Gold hardware', 'Style: KH5183-106', 'Color: Navy / Green', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1137_d9bbcb28-f6ed-4070-a852-c5db63101c18.jpg?v=1540498481', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1138_651f27ad-ae61-47f0-b959-3a25a14ea047.jpg?v=1540498483', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1139_0a4e8df9-a612-4737-bc40-c3a962a29d77.jpg?v=1540498484']",9,men,1,https://kith.com/products/kith-wreath-blackwatch-cap-navy-green
