产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
OT BEANIE,12604323364949,$14.00,$0,BURNT SIENNA,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX3_1024x1024.jpg?v=1536358295'],5,all,1,https://matixclothing.com/collections/headwear/products/ot-beanie?variant=12604323364949
Corporate Polo Cap,2324683325449,$19.60,$0,OFFWHITE,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MTZ00444S8_OFWT_1_1024x1024.jpg?v=1521573769'],9,all,1,https://matixclothing.com/collections/headwear/products/corporate-polo-cap?variant=2324683325449
Far West Polo - Hat,2324683554825,$19.60,$0,ARMY,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MTZ00447S8_ARMY_1_1024x1024.jpg?v=1521573792'],7,all,1,https://matixclothing.com/collections/headwear/products/far-west-polo-hat?variant=2324683554825
BURNOUT ADJUSTABLE HAT,12604339257429,$19.60,$0,BLACK,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX5_1024x1024.jpg?v=1536358798'],4,all,1,https://matixclothing.com/collections/headwear/products/burnout-adjustable-hat?variant=12604339257429
Hall Of Fame Cap,2324683423753,$19.60,$0,BLACK,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MTZ00445S8_BLK_1_1024x1024.jpg?v=1521573782'],8,all,1,https://matixclothing.com/collections/headwear/products/hall-of-fame-cap?variant=2324683423753
OT BEANIE,12604323397717,$14.00,$0,FOREST GREEN,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX2_1024x1024.jpg?v=1536358298'],6,all,1,https://matixclothing.com/collections/headwear/products/ot-beanie?variant=12604323397717
Coastman - Hat,2324683227145,$19.60,$0,MARINE,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MTZ00443S8_MARN_1_1024x1024.jpg?v=1521573803'],10,all,1,https://matixclothing.com/collections/headwear/products/coastman-hat?variant=2324683227145
TERRAIN BEANIE,12604387262549,$14.00,$0,FOREST GREEN,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX_1024x1024.jpg?v=1536360296'],1,all,1,https://matixclothing.com/collections/headwear/products/terrain-beanie?variant=12604387262549
GLOBAL TERRY POLO HAT,12604357771349,$19.60,$0,HEATHER GREY,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX7_1024x1024.jpg?v=1536359371'],3,all,1,https://matixclothing.com/collections/headwear/products/global-terry-polo-hat?variant=12604357771349
TRIPPER ADJUSTABLE HAT,12604383985749,$19.60,$0,BLACK,['O/S'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/MATIX6_1024x1024.jpg?v=1536360169'],2,all,1,https://matixclothing.com/collections/headwear/products/tripper-adjustable-hat?variant=12604383985749
Zander Beanie,977150214153,$25.20,$0,Black,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/A3BNE008_001_f4613566-8a5e-4d93-8188-3d318ede23f5_1024x1024.jpg?v=1513032231'],1,all,3,https://matixclothing.com/collections/headwear/products/zander-beanie-1?variant=977150214153
Zander Beanie,977150246921,$25.20,$0,Navy,['OS'],[],['https://cdn.shopify.com/s/files/1/1847/7061/products/A3BNE008_410_201b4aac-654c-4282-9263-125dd6660786_1024x1024.jpg?v=1513032231'],2,all,3,https://matixclothing.com/collections/headwear/products/zander-beanie-1?variant=977150246921
