goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_url
Nike,AV8006-492,￥179,￥0,空间蓝/哈瓦那红,['均码'],"['东京荣耀', '产品细节', '面料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 空间蓝/哈瓦那红', '款式： AV8006-492']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/gmntzajjqf8uz8t7cqnz/跑步针织帽-SJ6LzS.jpg'],跑步针织帽,5,womens,2,https://www.nike.com/cn/t/%E8%B7%91%E6%AD%A5%E9%92%88%E7%BB%87%E5%B8%BD-SJ6LzS
Jordan Classic99 Metal Jumpman,899657-014,￥249,￥0,黑/黑/黑,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适佩戴感受', '刺绣孔眼，提升透气效果', '背面扣带设计，可供自主调节贴合感', '产品细节', '面料/前片里料：57% 棉/43% 聚酯纤维。下帽檐：100% 聚酯纤维。', '不可机洗', '显示颜色： 黑/黑/黑', '款式： 899657-014']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/eixphefhlk6yld4pavf4/jordan-classic99-metal-jumpman-可调节运动帽-c38vmN.jpg'],可调节运动帽,5,mens,1,https://www.nike.com/cn/t/jordan-classic99-metal-jumpman-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-c38vmN/899657-014
Jordan Classic99 Metal Jumpman,899657-102,￥249,￥0,白色/黑/黑,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适佩戴感受', '刺绣孔眼，提升透气效果', '背面扣带设计，可供自主调节贴合感', '产品细节', '面料/前片里料：57% 棉/43% 聚酯纤维。下帽檐：100% 聚酯纤维。', '不可机洗', '显示颜色： 白色/黑/黑', '款式： 899657-102']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/z2bbnglaed97hakccj2e/jordan-classic99-metal-jumpman-可调节运动帽-c38vmN.jpg'],可调节运动帽,5,mens,1,https://www.nike.com/cn/t/jordan-classic99-metal-jumpman-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-c38vmN/899657-102
Jordan Jumpman,AC4093-605,￥119,￥0,健身红/黑,['均码'],"['弹力舒适', '产品细节', '面料：96% 锦纶/4% 二烯类弹性纤维', '可机洗', '显示颜色： 健身红/黑', '款式： AC4093-605']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/at98zeytemgvu98kiegt/jordan-jumpman-头带（1-条）-pvTjMRB8.jpg'],头带（1 条）,4,mens,1,https://www.nike.com/cn/t/jordan-jumpman-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-pvTjMRB8/AC4093-605
Nike ACG,AV4775-121,￥199,￥0,顶峰白/飞行员灰,['均码'],"['舒适御寒', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '外层面料/内层面料：70% 腈纶/30% 羊毛', '手洗', '显示颜色： 顶峰白/飞行员灰', '款式： AV4775-121']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nehy2nxrldpivxcuodwq/acg-针织帽-nNWB5x.jpg'],针织帽,1,mens,1,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-121
Jordan Classic99 Metal Jumpman,899657-014,￥249,￥0,黑/黑/黑,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适佩戴感受', '刺绣孔眼，提升透气效果', '背面扣带设计，可供自主调节贴合感', '产品细节', '面料/前片里料：57% 棉/43% 聚酯纤维。下帽檐：100% 聚酯纤维。', '不可机洗', '显示颜色： 黑/黑/黑', '款式： 899657-014']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/eixphefhlk6yld4pavf4/jordan-classic99-metal-jumpman-可调节运动帽-c38vmN.jpg'],可调节运动帽,2,womens,2,https://www.nike.com/cn/t/jordan-classic99-metal-jumpman-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-c38vmN/899657-014
NikeLab ACG,AV4774-395,￥349,￥0,帆布橄榄绿/白色/光辉荧光黄,['均码'],"['为运动而生，动态贴合', '其他细节', '针织面料，柔软保暖', '优质里料，帮助保持干爽', '双面佩戴设计塑就两种风格', '产品细节', '外层面料/内层面料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 帆布橄榄绿/白色/光辉荧光黄', '款式： AV4774-395', '关于 NikeLab ACG 系列']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/r8y6zhbmezmhelnplbhb/nikelab-acg-针织帽-6LMtmt.jpg'],针织帽,2,mens,1,https://www.nike.com/cn/t/nikelab-acg-%E9%92%88%E7%BB%87%E5%B8%BD-6LMtmt/AV4774-395
Jordan Classic99 Metal Jumpman,899657-814,￥249,￥0,浅深红/黑,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适佩戴感受', '刺绣孔眼，提升透气效果', '背面扣带设计，可供自主调节贴合感', '产品细节', '面料/前片里料：57% 棉/43% 聚酯纤维。下帽檐：100% 聚酯纤维。', '不可机洗', '显示颜色： 浅深红/黑', '款式： 899657-814']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/l4md4fsrwyx5oxxv0nfx/jordan-classic99-metal-jumpman-可调节运动帽-JwCkRR.jpg'],可调节运动帽,4,womens,2,https://www.nike.com/cn/t/jordan-classic99-metal-jumpman-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-JwCkRR/899657-814
Nike ACG,AV4775-011,￥199,￥0,黑/黑/黑/黑,['均码'],"['舒适御寒', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '外层面料/内层面料：70% 腈纶/30% 羊毛', '手洗', '显示颜色： 黑/黑/黑/黑', '款式： AV4775-011']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/baitzbze1b2vd8bdlzsx/acg-针织帽-nNWB5x.jpg'],针织帽,1,mens,1,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-011
Nike Classic99,BV2192-100,￥199,￥0,白色/狼灰/黑曜石,['均码'],"['卡车帽风格邂逅岛屿魅力', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适，缔造心无旁骛的运动体验', '迷你网眼后拼接设计，提升透气效果', '内置汗带，有助导湿速干', '产品细节', '背面可调节扣带设计', '反光徽章巧搭棕榈树图案', '面料/前片拼接（背面）：100% 聚酯纤维。下帽檐：100% 棉。', '手洗', '不适合用作个人防护装备 (PPE)', '显示颜色： 白色/狼灰/黑曜石色', '款式： BV2192-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sqh9lrf5sc97ycd1094l/classic99-跑步运动帽-7tjwcj.jpg'],跑步运动帽,7,womens,2,https://www.nike.com/cn/t/classic99-%E8%B7%91%E6%AD%A5%E8%BF%90%E5%8A%A8%E5%B8%BD-7tjwcj/BV2192-100
