goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
TENNIS VISOR 帽子,DZ6816,¥199,0,白/红,['OSFW'],[],"['https://img.adidas.com.cn/resources/2019/5/30/15592052760034169_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/30/15592052778471554_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/30/15592052701095949_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/30/1559205266996875_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/30/15592052647304442_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/30/15592052723288522_2000X2000.jpg']",女子  adidas by Stella McCartney,1,men,0,[],https://www.adidas.com.cn/item/DZ6816?locale=zh_CN
6PCAP LTWGT EMB 运动帽,S98159,¥99,0,黑/黑/白,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计，力求让你无惧阳光。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2018/4/10/15233347804629131_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347860077731_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347903282769_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/1523334787869807_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347773268152_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233347834506547_2000X2000.jpg']",中性  运动表现  训练,2,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '好hhhhhhhhhhhhhh'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/30', 'goods_comment_comment': '好看好看好看好看好看好看好看好看'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '质量挺好的。用的优惠券。大小合适'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '性价比很高'}, {'goods_comment_star': 3, 'goods_comment_time': '2019/05/16', 'goods_comment_comment': '整体偏薄不过价格也摆在那里 遮阳效果不错，版型不太喜欢'}]",https://www.adidas.com.cn/item/S98159?locale=zh_CN
运动帽,S98151,¥79,0,黑/黑/白,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2018/3/15/15211043558933129_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211043613383048_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211043726905697_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211043634963769_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/1521104369832317_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211043576933986_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211043752208575_2000X2000.jpg']",中性  运动表现  训练,3,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/07/11', 'goods_comment_comment': ''}, {'goods_comment_star': 4, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '帽子质量很好，做工很精细。带上后帅气。很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '价格优惠 物流给力 材质不错 做工可以 颜色很正  妈咪很喜欢 攒 推荐！ '}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/02', 'goods_comment_comment': ''}]",https://www.adidas.com.cn/item/S98151?locale=zh_CN
6P 3S CAP COTTO 运动帽,BK0806,¥99,0,白/白/黑,"['OSFW', 'OSFM']","[' 这款帽子采用Climalite面料打造，力求助你保持干爽。背面配可调节按扣，预成型帽檐缀三条纹标志。 ', 'Climalite面料', '中号预成型帽檐缀刺绣三条纹', '背面可调节束带配扣环', '六片式结构', '正面饰adidas绣标', '均码，旨在适合多数人使用']","['https://img.adidas.com.cn/resources/2018/3/16/15211984910108642_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/1521198495228254_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/15211984971344971_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/15211984886522805_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/15211984806617824_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/15211984929445801_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/16/15211984850227911_2000X2000.jpg']",中性  运动表现  训练,4,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/06', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/01', 'goods_comment_comment': '时尚潮流非常喜欢，以后常来买衣服鞋子帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/29', 'goods_comment_comment': '很不错的东西，质量很好，带着很舒服'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/26', 'goods_comment_comment': '好好好好好好好好好好好好好好好'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '帽型非常好，可以很好的修饰脸型。整体来说很满意！'}]",https://www.adidas.com.cn/item/BK0806?locale=zh_CN
运动帽,S98150,¥79,0,白/白/黑,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2018/1/25/15168645195034554_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645136414016_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645540068819_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645414228983_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645469647626_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645242167149_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/1/25/15168645323677223_2000X2000.jpg']",中性  运动表现  训练,5,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/07/11', 'goods_comment_comment': ''}, {'goods_comment_star': 4, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '帽子质量很好，做工很精细。带上后帅气。很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '价格优惠 物流给力 材质不错 做工可以 颜色很正  妈咪很喜欢 攒 推荐！ '}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/02', 'goods_comment_comment': ''}]",https://www.adidas.com.cn/item/S98150?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8542,¥149,0,黑/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441507900649333_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507922203271_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507849968867_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507871061953_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507983004856_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/154415079407835_2000X2000.jpg']",中性  运动表现  训练,6,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/08', 'goods_comment_comment': '还可以吧，就是带着有点勒，总体不错'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/25', 'goods_comment_comment': '完美。官网品质值得信赖！非常合适。'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/03/19', 'goods_comment_comment': '还是不错的，黑白色百搭，洗漱洗漱洗漱'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/16', 'goods_comment_comment': '很好 老爸很喜欢 下次有机会再给他买一个'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/14', 'goods_comment_comment': '大小合适，出行戴很棒，质量各方面都还不错。'}]",https://www.adidas.com.cn/item/DT8542?locale=zh_CN
运动帽,CF6913,¥79,0,暗靛蓝/暗靛蓝/白,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2017/12/11/15129943980305498_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129944070633173_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129943765811138_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129943926691795_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/1512994402127655_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129943856747175_2000X2000.jpg']",中性  运动表现  训练,7,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/07/11', 'goods_comment_comment': ''}, {'goods_comment_star': 4, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '帽子质量很好，做工很精细。带上后帅气。很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '价格优惠 物流给力 材质不错 做工可以 颜色很正  妈咪很喜欢 攒 推荐！ '}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/02', 'goods_comment_comment': ''}]",https://www.adidas.com.cn/item/CF6913?locale=zh_CN
6PCAP LTWGT EMB 运动帽,BK0794,¥99,0,白/白/黑,"['OSFW', 'OSFM']","[' 这款帽子采用六片式结构。内置Climalite汗带，搭配弧形帽檐设计，力求让你无惧阳光。背面调节带。 ', 'Climalite汗带', '大号预成型弧形帽檐', '背面按扣固定', '六片式结构', '正面饰adidas绣标']","['https://img.adidas.com.cn/resources/2018/4/10/15233269498394416_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233269467609493_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233269373194331_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233269439217113_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/15233269517454169_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/4/10/1523326940209855_2000X2000.jpg']",中性  运动表现  训练,8,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '好hhhhhhhhhhhhhh'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/30', 'goods_comment_comment': '好看好看好看好看好看好看好看好看'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '质量挺好的。用的优惠券。大小合适'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '性价比很高'}, {'goods_comment_star': 3, 'goods_comment_time': '2019/05/16', 'goods_comment_comment': '整体偏薄不过价格也摆在那里 遮阳效果不错，版型不太喜欢'}]",https://www.adidas.com.cn/item/BK0794?locale=zh_CN
运动帽,CG1781,¥129,0,黑/黑/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '正面缀浮面adidas Badge of Sport运动徽标']","['https://img.adidas.com.cn/resources/2017/12/11/15129960435376568_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129960478477757_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129960242775288_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129960325291486_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/151299601884957_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2017/12/11/15129960379301809_2000X2000.jpg']",中性  运动表现  训练,9,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/21', 'goods_comment_comment': '做工精细，质量杠杠，没有瑕疵值得入手'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/28', 'goods_comment_comment': '挺不错的，活动价入手性价比很高，带着也蛮舒服的'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/16', 'goods_comment_comment': '一如既往的喜欢阿迪，质量、做工、样式、配色都很喜欢。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/04/16', 'goods_comment_comment': '..........................'}]",https://www.adidas.com.cn/item/CG1781?locale=zh_CN
BASEB CLASS TRE 帽子,DV0174,¥149,0,学院藏青蓝/白,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2019/5/28/15590129476933788_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129437153194_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129542619530_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129517527146_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129454224374_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129493755241_2000X2000.jpg']",中性  ORIGINALS,10,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '挺好的，第一次在官网买东西，要是便宜些就更好了'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '很好的帽子，颜色很喜欢，女朋友戴上美的不得了。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '此款帽子好漂亮，颜色非常适合我，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '此款帽子颜色非常好看，款式新颖独特，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/03', 'goods_comment_comment': '这个帽子很好很好看啊，很喜欢！！！！！'}]",https://www.adidas.com.cn/item/DV0174?locale=zh_CN
