产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Captain Beanie (Black),1071058117,$18,$0,black,['OS'],['Captain Fin roll-up beanie with anchor\xa0label. Keep it simple and stay warm. Made in the U.S.A.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_BLK_1.jpg?v=1527611015'],1,all,1,https://captainfin.com/collections/hats/products/captain-beanie-3
Captain Beanie (Denim Blue),563022037055,$14,$0,denim blue,['OS'],['Captain Fin roll-up beanie with anchor\xa0label. Keep it simple and stay warm. Made in the U.S.A.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_DNM_1.jpg?v=1527611017'],2,all,1,https://captainfin.com/collections/hats/products/captain-beanie-denim
Captain Beanie (Heather Grey),1071031109,$18,$0,heather grey,['OS'],['Captain Fin roll-up beanie with anchor label. Keep it simple and stay warm. Made in the U.S.A.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_HGY_1.jpg?v=1527611018'],3,all,1,https://captainfin.com/collections/hats/products/captain-beanie
Captain Beanie (Army),5646187397,$18,$0,army,['OS'],['New updated colors for the Captain Beanie. Classic styling with our Original Anchor flag. Made in the USA'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_OLI_1.jpg?v=1527611015'],4,all,1,https://captainfin.com/collections/hats/products/captain-beanie-army
Captain Beanie (Brown),2201772485,$18,$0,brown,['OS'],['Captain Fin roll-up beanie with anchor\xa0label. Keep it simple and stay warm. Made in the U.S.A.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_BRN_1.jpg?v=1527611016'],5,all,1,https://captainfin.com/collections/hats/products/captain-beanie-4
Captain Beanie (Red),9081422917,$18,$0,red,['OS'],['Captain Fin roll-up beanie with anchor\xa0label. Keep it simple and stay warm. Made in the U.S.A.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_RED_1.jpg?v=1527611019'],6,all,1,https://captainfin.com/collections/hats/products/captain-beanie-red
Captain Beanie (Gold),5646187461,$18,$0,gold,['OS'],['New updated colors for the Captain Beanie. Classic styling with our Original Anchor flag. Made in the USA'],['https://cdn.shopify.com/s/files/1/0246/1035/products/CFA5611500_GLD_1.jpg?v=1527611018'],8,all,1,https://captainfin.com/collections/hats/products/captain-beanie-gold
Original Anchor Lifeguard Hat,7369304453,$35,$0,brown,['OS'],"[""On your next beach day excursion don't forget to bring your brimmed hat.\xa0Stay shady!"", 'One size fits all elastic headband.', 'Trademarked anchor logo patch.\xa0']","['https://cdn.shopify.com/s/files/1/0246/1035/products/CH171127_BRN_LIFEGUARD_HAT.jpg?v=1490914368', 'https://cdn.shopify.com/s/files/1/0246/1035/products/captainfinhat.jpg?v=1525906955']",9,all,1,https://captainfin.com/collections/hats/products/original-anchor-lifeguard-hat
Dennis Visor,561595547711,$22,$0,white,['OS'],['The Dennis Visor is a golf visor with an adjustable strap made from 100% cotton.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/Ch182667_WHIT_1.jpg?v=1527611103'],10,all,1,https://captainfin.com/collections/hats/products/dennis-visor-white
Type Patch Trucker Hat,706779971647,$20,$0,blue,['OS'],['The\xa0Type Patch Hat is a foam trucker snapback hat\xa0with directly embroidered design.\xa060% cotton / 40% polyester.'],['https://cdn.shopify.com/s/files/1/0246/1035/products/3C0A0436-1024.jpg?v=1529011996'],11,all,1,https://captainfin.com/collections/hats/products/type-patch-hat-blue
