产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
ASOS DESIGN camo fisherman bucket hat with toggle detail,10981642,¥126.12,¥0,red,"['xl', 'l']","['Tops things off nicely', 'Camouflage print', 'Flat top', 'Narrow peak', 'Chin strap with adjustable toggle', 'Cotton twill', 'Ribbed, diagonal pattern', 'Slightly structured, very versatile', 'Lining: 96% Polyester, 4% Viscose, Main: 100% Cotton.']","['https:https://images.asos-media.com/products/asos-design-camo-fisherman-bucket-hat-with-toggle-detail/10981642-1-red?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-camo-fisherman-bucket-hat-with-toggle-detail/10981642-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-camo-fisherman-bucket-hat-with-toggle-detail/10981642-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-camo-fisherman-bucket-hat-with-toggle-detail/10981642-4?$XXL$&wid=870&fit=constrain']",73,women,2,https://www.asos.com/asos-design/asos-design-camo-fisherman-bucket-hat-with-toggle-detail/prd/10981642?clr=red
Brave Sould Ribbed Hat with Faux Pom and Contrast Tipping in Electric Blue,8408742,¥36.04,¥135.13,grey-electric-blue,"['xl', 'l']","['Hat by Brave Soul', 'Built for the elements – or, you know, the shops', 'Domed crown', 'Turn-up brim', 'Pom-pom detail', 'Ribbed knit', 'For cosy feels', 'Main: 100% Acrylic, Trim: 85% Acrylic, 15% Polyester.']","['https:https://images.asos-media.com/products/brave-sould-ribbed-hat-with-faux-pom-and-contrast-tipping-in-electric-blue/8408742-1-greyelectricblue?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/brave-sould-ribbed-hat-with-faux-pom-and-contrast-tipping-in-electric-blue/8408742-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/brave-sould-ribbed-hat-with-faux-pom-and-contrast-tipping-in-electric-blue/8408742-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/brave-sould-ribbed-hat-with-faux-pom-and-contrast-tipping-in-electric-blue/8408742-4?$XXL$&wid=870&fit=constrain']",9,women,3,https://www.asos.com/brave-soul/brave-sould-ribbed-hat-with-faux-pom-and-contrast-tipping-in-electric-blue/prd/8408742?clr=grey-electric-blue
Ivy Park logo cap,10949357,¥108.11,¥162.16,yellow,"['xl', 'l']","['Tops things off nicely', 'Domed crown', 'Curved peak', 'Branded design', 'Adjustable back strap fastening', 'Twill fabric', 'Ribbed, diagonal pattern', ""This one's got a little structure"", 'Main: 100% Polyester.']","['https:https://images.asos-media.com/products/ivy-park-logo-cap/10949357-1-yellow?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/ivy-park-logo-cap/10949357-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/ivy-park-logo-cap/10949357-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/ivy-park-logo-cap/10949357-4?$XXL$&wid=870&fit=constrain']",5,women,3,https://www.asos.com/ivy-park/ivy-park-logo-cap/prd/10949357?clr=yellow
Vincent Pradier Cable Knit White Beanie,9002415,¥81.08,¥225.22,white,"['xl', 'l']","[' by Vincent Pradier', ""So good, you won't want to take it off"", 'Cable design', 'Domed crown', 'Turn-up brim', 'Wool-blend knit', 'A cosy wardrobe addition', 'Body: 70% Acrylic, 30% Wool.']","['https:https://images.asos-media.com/products/vincent-pradier-cable-knit-white-beanie/9002415-1-white?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/vincent-pradier-cable-knit-white-beanie/9002415-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/vincent-pradier-cable-knit-white-beanie/9002415-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/vincent-pradier-cable-knit-white-beanie/9002415-4?$XXL$&wid=870&fit=constrain']",11,women,3,https://www.asos.com/vincent-pradier/vincent-pradier-cable-knit-white-beanie/prd/9002415?clr=white
7X studded beret,10175127,¥81.08,¥225.22,black,"['xl', 'l']","[' by 7X', 'It’s got a little je ne sais quoi', 'Flat top', 'Tab detailing', 'Slip-on style', 'Studded embellishment', 'More is definitely more', 'Soft-touch felt', 'Made by matting and pressing fibres together', ""Every day's a school day"", 'Body: 100% Polyester.']","['https:https://images.asos-media.com/products/7x-studded-beret/10175127-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/7x-studded-beret/10175127-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/7x-studded-beret/10175127-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/7x-studded-beret/10175127-4?$XXL$&wid=870&fit=constrain']",8,women,3,https://www.asos.com/7x/7x-studded-beret/prd/10175127?clr=black
Didriksons Fall Beanie,10148228,¥63.06,¥180.18,lilac-striped,"['xl', 'l']","[' byDidriksons 1913', 'Tops things off nicely', 'Striped design', 'Small Didriksons', ""It's all in the details"", 'Soft-touch knit', 'You can count on me', 'Main: 100% Polyester.']","['https:https://images.asos-media.com/products/didriksons-fall-beanie/10148228-1-lilacstriped?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/didriksons-fall-beanie/10148228-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/didriksons-fall-beanie/10148228-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/didriksons-fall-beanie/10148228-4?$XXL$&wid=870&fit=constrain']",4,women,3,https://www.asos.com/didriksons-1913/didriksons-fall-beanie/prd/10148228?clr=lilac-striped
Superdry chevron logo beanie with bobble,11172863,¥63.06,¥180.09,navy,"['xl', 'l']","['Tops things off nicely', 'Bobble detail', 'Branded design', 'Turn-up brim', 'Soft-touch knit', 'Perfect for when the wind bites', 'Main: 88% Acrylic, 10% Wool, 1% Metallised Fibres, 1% Polyester']","['https:https://images.asos-media.com/products/superdry-chevron-logo-beanie-with-bobble/11172863-1-navy?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/superdry-chevron-logo-beanie-with-bobble/11172863-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/superdry-chevron-logo-beanie-with-bobble/11172863-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/superdry-chevron-logo-beanie-with-bobble/11172863-4?$XXL$&wid=870&fit=constrain']",3,women,3,https://www.asos.com/superdry/superdry-chevron-logo-beanie-with-bobble/prd/11172863?clr=navy
SVNX festival Cap,11209132,¥144.14,¥243.24,silver,"['xl', 'l']","[' by SVNX', ""It's already got your attention"", 'Flat top', 'Curved peak', 'Statement embellished design', 'Pull-on style', 'Lightly textured fabric', 'Brushed for added softness', 'Main: 100% Polyester.']","['https:https://images.asos-media.com/products/svnx-festival-cap/11209132-1-silver?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-festival-cap/11209132-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-festival-cap/11209132-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-festival-cap/11209132-4?$XXL$&wid=870&fit=constrain']",1,women,3,https://www.asos.com/7x/svnx-festival-cap/prd/11209132?clr=silver
SVNX western hat,11209149,¥135.13,¥270.27,black,"['xl', 'l']","[' bySVNX', 'For head-to-toe style', 'Pinched top', 'Western styling', 'Embellished detail', 'Wide brim', 'Main: 100% Polyester.']","['https:https://images.asos-media.com/products/svnx-western-hat/11209149-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-western-hat/11209149-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-western-hat/11209149-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/svnx-western-hat/11209149-4?$XXL$&wid=870&fit=constrain']",2,women,3,https://www.asos.com/7x/svnx-western-hat/prd/11209149?clr=black
