产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Cable Knit Bobble Beanie,MZZ57652-black,£5.60,£8.00,black,['onesize'],"['Add attitude with accessories for those fashion-forward finishing touches', ""It's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."", '100% Acrylic. Cable Knit Bobble Beanie. One Size.']","['https://i1.adis.ws/i/boohooamplience/mzz57652_black_xl', 'https://i1.adis.ws/i/boohooamplience/mzz57652_black_xl_1', 'https://i1.adis.ws/i/boohooamplience/mzz57652_black_xl_2']",1,mens,1,https://www.boohoo.com/cable-knit-bobble-beanie/MZZ57652.html
3D MAN Script Embroidered Suede Cap,MZZ55278-stone,£7.00,£10.00,stone,['onesize'],"['Bring your accessories a-game with boohooMAN', ""Add attitude to your look with the latest from our accessories edit. Give a heads up to slogan snapbacks and beanies, layer up in a statement scarf or snood and carry your everyday essentials in a heavy duty backpack. Fashion's finishing touches are all in the accessories."", '100% Polyester. 3D MAN Script Embroidered Suede Cap. One Size.']","['https://i1.adis.ws/i/boohooamplience/mzz55278_stone_xl', 'https://i1.adis.ws/i/boohooamplience/mzz55278_stone_xl_1', 'https://i1.adis.ws/i/boohooamplience/mzz55278_stone_xl_2', 'https://i1.adis.ws/i/boohooamplience/mzz55278_stone_xl_3']",11,mens,1,https://www.boohoo.com/3d-man-script-embroidered-suede-cap/MZZ55278.html
Flat Peak Rubber MAN Patch Cap,MZZ55272-black,£7.00,£10.00,black,['onesize'],"['Bring your accessories a-game with boohooMAN', ""Add attitude to your look with the latest from our accessories edit. Give a heads up to slogan snapbacks and beanies, layer up in a statement scarf or snood and carry your everyday essentials in a heavy duty backpack. Fashion's finishing touches are all in the accessories."", '100% Cotton. Flat Peak Rubber Man Patch Cap. One Size.']","['https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl', 'https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl_1', 'https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl_2', 'https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl_3', 'https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl_4', 'https://i1.adis.ws/i/boohooamplience/mzz55272_black_xl_5']",15,mens,1,https://www.boohoo.com/flat-peak-rubber-man-patch-cap/MZZ55272.html
3D Gold Embroidery Exclusive Trucker,MZZ59695-gold,£5.60,£8.00,gold,['onesize'],"['Bring your accessories a-game with boohooMAN', ""Add attitude to your look with the latest from our accessories edit. Give a heads up to slogan snapbacks and beanies, layer up in a statement scarf or snood and carry your everyday essentials in a heavy duty backpack. Fashion's finishing touches are all in the accessories."", 'Front: 100% Cotton Back: 100% Polyester. 3D Gold Embroidery Exclusive Trucker. One Size.']","['https://i1.adis.ws/i/boohooamplience/mzz59695_gold_xl', 'https://i1.adis.ws/i/boohooamplience/mzz59695_gold_xl_1', 'https://i1.adis.ws/i/boohooamplience/mzz59695_gold_xl_2', 'https://i1.adis.ws/i/boohooamplience/mzz59695_gold_xl_3']",17,mens,1,https://www.boohoo.com/3d-gold-embroidery-exclusive-trucker/MZZ59695.html
