产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
ASOS DESIGN cable knit faux fur pom beanie,11211693,¥108.11,¥0,burgandy,"['xl', 'l']","['Tops thing off nicely', 'Pom-pom detail', 'Domed crown', 'Turn-up brim', 'Cable knit', 'For a textural switch-up', 'Main: 100% Acrylic, Trim: 100% Acrylic.']","['https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-1-burgandy?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-4?$XXL$&wid=870&fit=constrain']",3,women,1,https://www.asos.com/asos-design/asos-design-cable-knit-faux-fur-pom-beanie/prd/11211693?clr=burgandy
ASOS DESIGN cable knit faux fur pom beanie,11211682,¥108.11,¥0,black,"['xl', 'l']","['Tops thing off nicely', 'Pom-pom detail', 'Domed crown', 'Turn-up brim', 'Cable knit', 'For a textural switch-up', 'Main: 100% Acrylic, Trim: 100% Acrylic.']","['https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-4?$XXL$&wid=870&fit=constrain']",4,women,1,https://www.asos.com/asos-design/asos-design-cable-knit-faux-fur-pom-beanie/prd/11211682?clr=black
Monki bucket hat in black,11584599,¥135.13,¥0,black,"['xl', 'l']","['For head-to-toe style', 'Plain design', 'Flat top', 'Narrow brim', 'Tightly woven fabric', ""The kind that doesn't stretch"", 'Main: 100% Polyester.']","['https:https://images.asos-media.com/products/monki-bucket-hat-in-black/11584599-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/monki-bucket-hat-in-black/11584599-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/monki-bucket-hat-in-black/11584599-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/monki-bucket-hat-in-black/11584599-4?$XXL$&wid=870&fit=constrain']",1,women,1,https://www.asos.com/monki/monki-bucket-hat-in-black/prd/11584599?clr=black
ASOS DESIGN cotton bucket hat,11072986,¥72.07,¥0,black,"['xl', 'l']","['Tops things off nicely', 'Flat top', 'Wide brim', 'Plain design', 'Cotton twill', 'Ribbed, diagonal pattern', 'Slightly structured, very versatile', 'Main: 100% Cotton, Band: 100% Polyester.']","['https:https://images.asos-media.com/products/asos-design-cotton-bucket-hat/11072986-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cotton-bucket-hat/11072986-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cotton-bucket-hat/11072986-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cotton-bucket-hat/11072986-4?$XXL$&wid=870&fit=constrain']",2,women,1,https://www.asos.com/asos-design/asos-design-cotton-bucket-hat/prd/11072986?clr=black
