goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
BASEB CLASS TRE 帽子,DV0174,¥149,0,学院藏青蓝/白,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2019/5/28/15590129476933788_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129437153194_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129542619530_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129517527146_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129454224374_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590129493755241_2000X2000.jpg']",中性  ORIGINALS,1,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/05/26', 'goods_comment_comment': '名字很好 三叶草的标志也很好看 很喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '国际观察尽办法和解决不了了复合机头发分叉 里皮火车发发发'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '给女朋友520的礼物，她很喜欢，价格也不贵，推荐购买'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '不错！！！！！！！！！！！！！！我推荐此商品'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/21', 'goods_comment_comment': '质量非常好，物流非常快，物美价廉。'}]",https://www.adidas.com.cn/item/DV0174?locale=zh_CN
BASEB CLASS TRE 帽子,ED9387,¥149,0,黄/白,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2019/5/28/15590135993272324_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135952337324_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135904345432_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136014311706_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135923817643_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136041726762_2000X2000.jpg']",中性  ORIGINALS,2,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/05/26', 'goods_comment_comment': '名字很好 三叶草的标志也很好看 很喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '国际观察尽办法和解决不了了复合机头发分叉 里皮火车发发发'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '给女朋友520的礼物，她很喜欢，价格也不贵，推荐购买'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '不错！！！！！！！！！！！！！！我推荐此商品'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/21', 'goods_comment_comment': '质量非常好，物流非常快，物美价廉。'}]",https://www.adidas.com.cn/item/ED9387?locale=zh_CN
SHMSIXPANEL 帽子,EC6492,¥299,0,黑/淡米白/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/5/28/15590130244283889_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590130198636526_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590130264446379_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590130284609386_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590130325844381_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590130218315278_2000X2000.jpg']",中性  ORIGINALS,3,men,0,[],https://www.adidas.com.cn/item/EC6492?locale=zh_CN
AF TRUCKER TREF 帽子,ED9368,¥199,0,活力粉,"['OSFW', 'OSFM']","[' 这款卡车司机帽，经典“对对碰”。中间缀大号三叶草绣标，帽檐略带弧形。采用棉面料搭配网材幅片，含按扣后带。 ', '棉', '预成型弧形帽檐', '可调节按扣搭扣', '网材后片']","['https://img.adidas.com.cn/resources/2019/5/28/15590135516824471_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135479082060_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135496903638_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135534966453_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135455081079_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135556679186_2000X2000.jpg']",中性  ORIGINALS,4,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '颜色不错，超透气，很舒适。不错不错'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '很好看，很喜欢。实物和图片一样，有型。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '还不错，就是后面调节的带子设计不大好，缩小了以后一边的带子会卡在帽子里面，戴在头上会感觉不舒服'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/24', 'goods_comment_comment': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好'}]",https://www.adidas.com.cn/item/ED9368?locale=zh_CN
BUCKET HAT AC 渔夫帽,ED9385,¥249,0,橙黄,"['OSFW', 'OSFM']","[' 直观、简洁。这款渔夫帽采用全棉斜纹布面料打造，打造休闲风格。正面缀刺绣三叶草logo，背面饰三条纹，旨在彰显运动风。 ', '全棉斜纹布汗带', '正面缀刺绣三叶草徽标']","['https://img.adidas.com.cn/resources/2019/5/28/15590135593468735_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135608684217_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135672309891_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/1559013562504533_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135648339407_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135552943829_2000X2000.jpg']",中性  ORIGINALS,5,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/05', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/04/02', 'goods_comment_comment': '第二顶了 超级棒 抢到最后一顶小号的 很合适 潮'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/22', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '好喜欢这个帽子 戴上了大家都说好看 都来买了 大爱 装逼神气 嘻嘻 貌似已经断货了'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': ''}]",https://www.adidas.com.cn/item/ED9385?locale=zh_CN
AF TRUCKER TREF 帽子,EE1159,¥199,0,黑,"['OSFW', 'OSFM']","[' 这款卡车司机帽，经典“对对碰”。中间缀大号三叶草绣标，帽檐略带弧形。采用棉面料搭配网材幅片，含按扣后带。 ', '棉', '预成型弧形帽檐', '可调节按扣搭扣', '网材后片']","['https://img.adidas.com.cn/resources/2019/5/28/15590135953323062_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135972927245_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/1559013600004148_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136046787943_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136019351744_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590135928815118_2000X2000.jpg']",中性  ORIGINALS,6,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/04/21', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '颜色不错，超透气，很舒适。不错不错'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '很好看，很喜欢。实物和图片一样，有型。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '还不错，就是后面调节的带子设计不大好，缩小了以后一边的带子会卡在帽子里面，戴在头上会感觉不舒服'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/24', 'goods_comment_comment': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好'}]",https://www.adidas.com.cn/item/EE1159?locale=zh_CN
BASEB CLASS TRE 帽子,EK2997,¥149,0,橙黄/白,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2019/5/28/15590136364993353_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136420552066_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136397651726_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136308657674_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136439749128_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136334512525_2000X2000.jpg']",中性  ORIGINALS,7,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/05/26', 'goods_comment_comment': '名字很好 三叶草的标志也很好看 很喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '国际观察尽办法和解决不了了复合机头发分叉 里皮火车发发发'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '给女朋友520的礼物，她很喜欢，价格也不贵，推荐购买'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '不错！！！！！！！！！！！！！！我推荐此商品'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/21', 'goods_comment_comment': '质量非常好，物流非常快，物美价廉。'}]",https://www.adidas.com.cn/item/EK2997?locale=zh_CN
BASEB CLASS TRE 帽子,FJ2544,¥149,0,白/黑,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2019/5/28/15590136123481628_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136093451410_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136035467344_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136165007933_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136140611350_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/5/28/15590136066271302_2000X2000.jpg']",中性  ORIGINALS,8,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/05/26', 'goods_comment_comment': '名字很好 三叶草的标志也很好看 很喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/25', 'goods_comment_comment': '国际观察尽办法和解决不了了复合机头发分叉 里皮火车发发发'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '给女朋友520的礼物，她很喜欢，价格也不贵，推荐购买'}, {'goods_comment_star': 4, 'goods_comment_time': '2019/05/22', 'goods_comment_comment': '不错！！！！！！！！！！！！！！我推荐此商品'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/05/21', 'goods_comment_comment': '质量非常好，物流非常快，物美价廉。'}]",https://www.adidas.com.cn/item/FJ2544?locale=zh_CN
VISOR 帽子,EJ8772,¥399,0,黑,['OSFW'],"[' 这款三条纹遮阳帽，采用弧形帽檐，力求适合在阳光下佩戴。含棉质斜纹布面料，搭配汗带，力求让你在升温时保持舒适。 ', '棉', '弹力后束带', '内置汗带']","['https://img.adidas.com.cn/resources/2019/4/18/15555728813974842_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/18/15555728904362223_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/18/15555728849887925_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/18/15555728947937187_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/18/15555728869446452_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/4/18/15555728923423160_2000X2000.jpg']",女子  ORIGINALS,9,men,0,[],https://www.adidas.com.cn/item/EJ8772?locale=zh_CN
渔夫帽,BK7345,¥249,0,黑,"['OSFW', 'OSFM']","[' 直观、简洁。这款渔夫帽采用全棉斜纹布面料打造，打造休闲风格。正面缀刺绣三叶草logo，背面饰三条纹，旨在彰显运动风。 ', '全棉斜纹布汗带', '正面缀刺绣三叶草徽标']","['https://img.adidas.com.cn/resources/2018/3/15/15211069050589293_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/1521106908411688_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211069067175747_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211069011954134_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/15/15211069130915223_2000X2000.jpg']",中性  ORIGINALS,10,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/05', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/04/02', 'goods_comment_comment': '第二顶了 超级棒 抢到最后一顶小号的 很合适 潮'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/22', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': '好喜欢这个帽子 戴上了大家都说好看 都来买了 大爱 装逼神气 嘻嘻 貌似已经断货了'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/03/21', 'goods_comment_comment': ''}]",https://www.adidas.com.cn/item/BK7345?locale=zh_CN
