产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品评论,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
6P 3S CAP COTTO 运动帽,DU0196,¥99,0,黑/白/白,"['OSFW', 'OSFM']","[' 这款帽子采用Climalite面料打造，力求助你保持干爽。背面配可调节按扣，预成型帽檐缀三条纹标志。 ', 'Climalite面料', '中号预成型帽檐缀刺绣三条纹', '背面可调节束带配扣环', '六片式结构', '正面饰adidas绣标', '均码，旨在适合多数人使用']","['https://img.adidas.com.cn/resources/2018/12/26/15458230468392852_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230565116799_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230492663663_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230581511306_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230510303533_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/1545823054200683_500X500.jpg']",中性 训练,1,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/06', 'goods_comment_comment': '时尚潮流非常喜欢，以后常来买衣服鞋子帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '戴上去很帅啊，哈哈，质量很好，是纯棉呢😊不错不错(*๓&acute;╰╯`๓)♡'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '挺好的，挺好的，挺好的，挺好的，挺好的，'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}]",https://www.adidas.com.cn/item/DU0196?locale=zh_CN
BASEB CLASS TRE 帽子,EC3603,¥149,0,黑/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2018/12/7/15441660972914494_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441661010871243_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544166093057856_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660948558801_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660907822647_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660882203005_500X500.jpg']",中性 ORIGINALS,2,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '不错的帽子 价格还算合理zszszszs'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '真的没有办法买根舒服多了，非常愉快'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '非常好，再买一顶女码，送女朋友'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '质量很好，做工不错，邮寄也超快，很好搭衣服'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '可以 adidas真的良心 可以用券购买 省了不少钱  感谢'}]",https://www.adidas.com.cn/item/EC3603?locale=zh_CN
AC CAP TRE FLAT 帽子,DV0236,¥299,0,黑/白,"['OSFW', 'OSFM']","[' 轻松易搭，适合出街。这款平檐帽，采用水洗棉斜纹布打造，旨在呈现休闲仿旧气质。缀三叶草绣章，更添型格。配简约按扣后带，方便调节。 ', '棉', '平檐', '可调节按扣带']","['https://img.adidas.com.cn/resources/2018/12/7/15441656692124877_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441656674956284_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441656773858677_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441656744746532_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441656717009854_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441656792758587_500X500.jpg']",中性 ORIGINALS,3,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '原本想买灯心绒的，可是官网没看见就买的这款，也不错'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '质量还不错，需要专门穿搭才能更显现出美丽哈哈哈哈哈哈'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '尺码正好、非常舒适、做工优质。虽然对我来说贵了，但还是忍不住买了。满意'}]",https://www.adidas.com.cn/item/DV0236?locale=zh_CN
AC CAP TRE FLAT 帽子,DV0235,¥299,0,灰粉/白,"['OSFW', 'OSFM']","[' 轻松易搭，适合出街。这款平檐帽，采用水洗棉斜纹布打造，旨在呈现休闲仿旧气质。缀三叶草绣章，更添型格。配简约按扣后带，方便调节。 ', '棉', '平檐', '可调节按扣带']","['https://img.adidas.com.cn/resources/2018/12/7/15441657158363213_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657200707599_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657182844320_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544165721727747_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657254495613_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441657133056007_500X500.jpg']",中性 ORIGINALS,4,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '原本想买灯心绒的，可是官网没看见就买的这款，也不错'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '质量还不错，需要专门穿搭才能更显现出美丽哈哈哈哈哈哈'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '尺码正好、非常舒适、做工优质。虽然对我来说贵了，但还是忍不住买了。满意'}]",https://www.adidas.com.cn/item/DV0235?locale=zh_CN
C40 LINEAR CAP 运动帽,DU8151,¥129,0,黑/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2018/12/7/15441508593926964_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508577708138_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508560408490_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508657757473_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508686082002_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508611271924_500X500.jpg']",中性 训练,5,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '好很好好很好好很好好很好好很好好很好'}]",https://www.adidas.com.cn/item/DU8151?locale=zh_CN
6P 3S CAP COTTO 运动帽,DU0197,¥99,0,白/黑/黑,"['OSFW', 'OSFM']","[' 这款帽子采用Climalite面料打造，力求助你保持干爽。背面配可调节按扣，预成型帽檐缀三条纹标志。 ', 'Climalite面料', '中号预成型帽檐缀刺绣三条纹', '背面可调节束带配扣环', '六片式结构', '正面饰adidas绣标', '均码，旨在适合多数人使用']","['https://img.adidas.com.cn/resources/2018/12/7/1544150810947236_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508091772653_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508071676987_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507950757669_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507996583903_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441508043492170_500X500.jpg']",中性 训练,6,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/06', 'goods_comment_comment': '时尚潮流非常喜欢，以后常来买衣服鞋子帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '戴上去很帅啊，哈哈，质量很好，是纯棉呢😊不错不错(*๓&acute;╰╯`๓)♡'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '挺好的，挺好的，挺好的，挺好的，挺好的，'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '我是adidas的忠实粉，东西很好用，很舒适'}]",https://www.adidas.com.cn/item/DU0197?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8543,¥149,0,传奇墨水蓝/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441510969619994_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511072415775_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511021818542_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511047949414_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441510998604763_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441511088779374_500X500.jpg']",中性 训练,7,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我觉得海星，就是别人说我戴着像建筑工人，可能还是比较看脸吧 偷哭偷哭.jpg'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '物流快，客服好，帽子做工精细5颗星。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/02', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/01', 'goods_comment_comment': '一直信赖阿迪，这款是用积分换购的，质量挺好的，就是帽子是夏天的，现在不能戴，鞋和T恤都挺好的，很喜欢，以后就在官方商城购物了，积分还能换购，真好'}]",https://www.adidas.com.cn/item/DT8543?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8542,¥149,0,黑/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441507900649333_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507922203271_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507849968867_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507871061953_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507983004856_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/154415079407835_500X500.jpg']",中性 训练,8,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/05', 'goods_comment_comment': '我觉得海星，就是别人说我戴着像建筑工人，可能还是比较看脸吧 偷哭偷哭.jpg'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '物流快，客服好，帽子做工精细5颗星。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/02', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/01', 'goods_comment_comment': '一直信赖阿迪，这款是用积分换购的，质量挺好的，就是帽子是夏天的，现在不能戴，鞋和T恤都挺好的，很喜欢，以后就在官方商城购物了，积分还能换购，真好'}]",https://www.adidas.com.cn/item/DT8542?locale=zh_CN
C40 5P CLMLT CA 运动帽,DT8538,¥129,0, 红/白/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '正面缀浮面adidas Badge of Sport运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441507859977987_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507899223796_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507878972859_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544150778875338_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441507821823540_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544150791966172_500X500.jpg']",中性 训练,9,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': '做工精细，质量杠杠，没有瑕疵值得入手'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '很好！非常好！值得购买！@阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/06', 'goods_comment_comment': '很好，摸着很舒服，不推荐去某宝，官网买挺好的'}]",https://www.adidas.com.cn/item/DT8538?locale=zh_CN
