产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品评论,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
TANGO M CAP 帽子,S99048,¥129,0,蓝/中麻灰,['OSFM'],[],"['https:https://img.adidas.com.cn/resources/2018/12/11/15444931501943663_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/15444931564735760_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/1544493175916269_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/15444931696606282_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/15444931655792441_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/15444931457754992_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/11/15444931624909134_500X500.jpg']",男子 足球,1,men,1,[],https://www.adidas.com.cn/item/S99048?locale=zh_CN
BASEB CLASS TRE 帽子,EC3603,¥149,0,黑/白,"['OSFW', 'OSFM']",[],"['https:https://img.adidas.com.cn/resources/2018/12/7/15441660972914494_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441661010871243_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/1544166093057856_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441660948558801_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441660907822647_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441660882203005_500X500.jpg']",中性 ORIGINALS,2,men,1,"[{'goods_comment_star': 3, 'goods_comment_time': '2018/12/25', 'goods_comment_comment': '帽子感觉还不错，大小可调整，质量还不错，值得推荐'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '6666666666666666'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/23', 'goods_comment_comment': '好看实惠，还是阿迪达斯比较良心'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/EC3603?locale=zh_CN
AC CAP TRE FLAT 帽子,DV0236,¥299,0,黑/白,"['OSFW', 'OSFM']",[],"['https:https://img.adidas.com.cn/resources/2018/12/7/15441656692124877_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441656674956284_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441656773858677_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441656744746532_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441656717009854_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441656792758587_500X500.jpg']",中性 ORIGINALS,3,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/16', 'goods_comment_comment': '尺码正好、非常舒适、做工优质。虽然对我来说贵了，但还是忍不住买了。满意'}]",https://www.adidas.com.cn/item/DV0236?locale=zh_CN
AC CAP TRE FLAT 帽子,DV0235,¥299,0,灰粉/白,"['OSFW', 'OSFM']",[],"['https:https://img.adidas.com.cn/resources/2018/12/7/15441657158363213_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441657200707599_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441657182844320_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/1544165721727747_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441657254495613_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441657133056007_500X500.jpg']",中性 ORIGINALS,4,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/16', 'goods_comment_comment': '尺码正好、非常舒适、做工优质。虽然对我来说贵了，但还是忍不住买了。满意'}]",https://www.adidas.com.cn/item/DV0235?locale=zh_CN
C40 LINEAR CAP 运动帽,DU8151,¥129,0,黑/白,"['OSFW', 'OSFM']",[],"['https:https://img.adidas.com.cn/resources/2018/12/7/15441508593926964_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508577708138_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508560408490_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508657757473_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508686082002_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508611271924_500X500.jpg']",中性 训练,5,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/19', 'goods_comment_comment': '好很好好很好好很好好很好好很好好很好'}]",https://www.adidas.com.cn/item/DU8151?locale=zh_CN
6P 3S CAP COTTO 运动帽,DU0197,¥99,0,白/黑/黑,"['OSFW', 'OSFM']","[' 这款帽子采用Climalite面料打造，力求助你保持干爽。背面配可调节按扣，预成型帽檐缀三条纹标志。 ', 'Climalite面料', '中号预成型帽檐缀刺绣三条纹', '背面可调节束带配扣环', '六片式结构', '正面饰adidas绣标', '均码，旨在适合多数人使用']","['https:https://img.adidas.com.cn/resources/2018/12/7/1544150810947236_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508091772653_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508071676987_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507950757669_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507996583903_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441508043492170_500X500.jpg']",中性 训练,6,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/06', 'goods_comment_comment': '时尚潮流非常喜欢，以后常来买衣服鞋子帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/20', 'goods_comment_comment': '很好很棒，非常喜欢。以后还会继续买阿迪。我爱阿迪达斯'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/20', 'goods_comment_comment': '质量很好，顺丰快递很快，希望更多的朋友可以信赖adidas官网，服务态度特好，我会再次光顾，也会介绍朋友一起购买。'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/20', 'goods_comment_comment': '质量很好，顺丰快递很快，希望更多的朋友可以信赖adidas官网，服务态度特好，我会再次光顾，也会介绍朋友一起购买。'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/20', 'goods_comment_comment': '质量很好！非常满意！完全超出期望值，发货速度快，包装仔细、严实，顺丰公司服务态度很好，运送速度很快，很满意的一次购物！'}]",https://www.adidas.com.cn/item/DU0197?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8543,¥149,0,传奇墨水蓝/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https:https://img.adidas.com.cn/resources/2018/12/7/15441510969619994_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441511072415775_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441511021818542_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441511047949414_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441510998604763_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441511088779374_500X500.jpg']",中性 训练,7,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT8543?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8542,¥149,0,黑/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https:https://img.adidas.com.cn/resources/2018/12/7/15441507900649333_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507922203271_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507849968867_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507871061953_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507983004856_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/154415079407835_500X500.jpg']",中性 训练,8,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/24', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT8542?locale=zh_CN
C40 5P CLMLT CA 运动帽,DT8538,¥129,0, 红/白/白,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '正面缀浮面adidas Badge of Sport运动徽标']","['https:https://img.adidas.com.cn/resources/2018/12/7/15441507859977987_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507899223796_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507878972859_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/1544150778875338_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/15441507821823540_500X500.jpg', 'https:https://img.adidas.com.cn/resources/2018/12/7/1544150791966172_500X500.jpg']",中性 训练,9,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/12/21', 'goods_comment_comment': '做工精细，质量杠杠，没有瑕疵值得入手'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '帽子适合夏天带，稍有些弹性，能包住整个头'}, {'goods_comment_star': 4, 'goods_comment_time': '2018/12/20', 'goods_comment_comment': '带着舒服 就是不耐脏。。需要多清洗'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '发生的方法发斯蒂芬斯蒂芬顺丰速递发斯蒂芬斯蒂芬'}, {'goods_comment_star': 3, 'goods_comment_time': '2018/11/14', 'goods_comment_comment': '买大了，退货了，尺码没看明白，所以退了'}]",https://www.adidas.com.cn/item/DT8538?locale=zh_CN
