产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Ribbon Trim Fedora Hat,DZZ87213-black,£7.00,£10.00,black,['onesize'],"['Add attitude with accessories for those fashion-forward finishing touches', ""It's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."", '90% Polyester 10% Cotton. Head circumference: 59cm/23.25"". Total brim circumference: 106cm/41.75"". Machine Washable. One size']","['https://i1.adis.ws/i/boohooamplience/dzz87213_black_xl', 'https://i1.adis.ws/i/boohooamplience/dzz87213_black_xl_1', 'https://i1.adis.ws/i/boohooamplience/dzz87213_black_xl_2', 'https://i1.adis.ws/i/boohooamplience/dzz87213_black_xl_3']",15,womens,2,https://www.boohoo.com/ribbon-trim-fedora-hat/DZZ87213.html
Cable Knit Hat & Scarf Set,DZZ03471-grey,£15.00,£18.00,grey,['onesize'],"['Add attitude with accessories for those fashion-forward finishing touches', ""It's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."", 'ONE SIZE.']","['https://i1.adis.ws/i/boohooamplience/dzz03471_grey_xl', 'https://i1.adis.ws/i/boohooamplience/dzz03471_grey_xl_1', 'https://i1.adis.ws/i/boohooamplience/dzz03471_grey_xl_2', 'https://i1.adis.ws/i/boohooamplience/dzz03471_grey_xl_3']",45,womens,2,https://www.boohoo.com/cable-knit-hat-scarf-set/DZZ03471.html
All Over Leopard Bakerboy,DZZ04702-natural,£10.00,£12.00,natural,['onesize'],"['Add attitude with accessories for those fashion-forward finishing touches', ""It's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."", 'ONESIZE.']","['https://i1.adis.ws/i/boohooamplience/dzz04702_natural_xl', 'https://i1.adis.ws/i/boohooamplience/dzz04702_natural_xl_1', 'https://i1.adis.ws/i/boohooamplience/dzz04702_natural_xl_2', 'https://i1.adis.ws/i/boohooamplience/dzz04702_natural_xl_3']",32,womens,2,https://www.boohoo.com/all-over-leopard-bakerboy/DZZ04702.html
Fedora Hat With Buckle Trim,DZZ04414-black,£8.00,£10.00,black,['onesize'],"['Add attitude with accessories for those fashion-forward finishing touches', ""It's all about accessories for injecting individuality into your look. Find your festival favourites from fedora hats and floral crowns to bumbags and body glitter, play up your partywear with a pop of pastel nail polish and make a statement in oversized sunglasses. Forget less is more, this season we're all for out-there hair, beauty and jewellery."", 'ONE SIZE.']","['https://i1.adis.ws/i/boohooamplience/dzz04414_black_xl', 'https://i1.adis.ws/i/boohooamplience/dzz04414_black_xl_1', 'https://i1.adis.ws/i/boohooamplience/dzz04414_black_xl_2']",69,womens,2,https://www.boohoo.com/fedora-hat-with-buckle-trim/DZZ04414.html
