产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Summit Hat,1583-1132,$25.00,$0,Dark Steel,['ONE'],"['A classic style in soft, blended acrylic/wool fabric. Features the Marmot logo and a micro fleece headband lining for no-itch comfort.', 'Micro-Fleece Headband Lining', '70% Acrylic 30% Wool', 'Micro Fleece', '0lbs 1.8oz (51g)']","['https://s7d2.scene7.com/is/image/marmot/1583_1132_f?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/1583_1132_alt1?hei=1200&wid=1000&resMode=sharp&qlt=94']",3,men,1,https://www.marmot.com/summit-hat/1583.html?dwvar_1583_size=0000ONE&dwvar_1583_color=1132
Reversible Retro Beanie,17710-1595,$30.00,$0,Grey Storm/Brick,['ONE'],"[""This double-layer hat has two sides, but luckily they're both relaxed and fun."", 'Reversible', 'Double Layer Knit', '100% Acrylic', '0lbs 2.47oz (70g)']","['https://s7d2.scene7.com/is/image/marmot/17710_1595_f?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1595_alt1?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1595_alt2?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1595_alt3?hei=1200&wid=1000&resMode=sharp&qlt=94']",1,men,1,https://www.marmot.com/reversible-retro-beanie/17710.html?dwvar_17710_size=0085ONE&dwvar_17710_color=1595
Reversible Retro Beanie,17710-3696,$30.00,$0,Dark Cerulean,['ONE'],"[""This double-layer hat has two sides, but luckily they're both relaxed and fun."", 'Reversible', 'Double Layer Knit', '100% Acrylic', '0lbs 2.47oz (70g)']","['https://s7d2.scene7.com/is/image/marmot/17710_3696_f?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_3696_alt2?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_3696_alt3?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_3696_alt4?hei=1200&wid=1000&resMode=sharp&qlt=94']",1,men,1,https://www.marmot.com/reversible-retro-beanie/17710.html?dwvar_17710_size=0085ONE&dwvar_17710_color=3696
Reversible Retro Beanie,17710-1528,$30.00,$0,Steel Onyx/Denim,['ONE'],"[""This double-layer hat has two sides, but luckily they're both relaxed and fun."", 'Reversible', 'Double Layer Knit', '100% Acrylic', '0lbs 2.47oz (70g)']","['https://s7d2.scene7.com/is/image/marmot/17710_1528_f?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1528_alt2?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1528_alt3?hei=1200&wid=1000&resMode=sharp&qlt=94', 'https://s7d2.scene7.com/is/image/marmot/17710_1528_alt4?hei=1200&wid=1000&resMode=sharp&qlt=94']",1,men,1,https://www.marmot.com/reversible-retro-beanie/17710.html?dwvar_17710_size=0085ONE&dwvar_17710_color=1528
