产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Kith VF Corduroy Cap,KH5189-110,$60.0,$0.0,Burnt Umber,['OS'],"['Corduroy fabric', 'Classic fit', 'Raised embroidered logo', 'Adjustable Velcro closure', 'Hold hardware', 'Style: KH5189-110', 'Color: Burnt Umber', 'Material: Corduroy']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1133_2e7a4898-b264-4d38-9b0c-7864a6e3fc66.jpg?v=1540496204', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1134_6e5d14aa-4211-4630-842a-5f4cb15f9867.jpg?v=1540496206', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1136_6475916a-37a5-4382-8e36-f27c1547509e.jpg?v=1540496207']",1,men,1,https://kith.com/products/kith-vf-corduroy-cap-burnt-umber
Kith VF Corduroy Cap,KH5189-112,$60.0,$0.0,Yellow,['OS'],"['Corduroy fabric', 'Classic fit', 'Raised embroidered logo', 'Adjustable Velcro closure', 'Hold hardware', 'Style: KH5189-112', 'Color: Yellow', 'Material: Corduroy']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1124_9955675b-8fda-4ce3-af89-3ed0631ab017.jpg?v=1540496392', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1125_58e7546c-2b6d-4bd2-b7c7-1a9c078aa304.jpg?v=1540496393', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1127_92da3f08-9bc1-467f-a594-221659ce8026.jpg?v=1540496395']",2,men,1,https://kith.com/products/kith-vf-corduroy-cap-yellow
Kith Wreath Blackwatch Cap,KH5183-109,$60.0,$0.0,Navy / Blue,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Custom woven patch', 'Gold hardware', 'Style: KH5183-109', 'Color: Navy / Blue', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1141_eaf2acac-307e-425d-89c5-95bb849586f4.jpg?v=1540498326', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1142_a3de4112-4d17-4bea-9574-46457cc15467.jpg?v=1540498328', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1143_d2d7a3b4-111a-4d28-ab4d-e237b31e3b63.jpg?v=1540498330']",3,men,1,https://kith.com/products/kith-wreath-blackwatch-cap-navy-blue
Kith Wreath Blackwatch Cap,KH5183-106,$60.0,$0.0,Navy / Green,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Custom woven patch', 'Gold hardware', 'Style: KH5183-106', 'Color: Navy / Green', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1137_d9bbcb28-f6ed-4070-a852-c5db63101c18.jpg?v=1540498481', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1138_651f27ad-ae61-47f0-b959-3a25a14ea047.jpg?v=1540498483', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1139_0a4e8df9-a612-4737-bc40-c3a962a29d77.jpg?v=1540498484']",4,men,1,https://kith.com/products/kith-wreath-blackwatch-cap-navy-green
Kith Crest Flat Cap,KH5188-110,$60.0,$0.0,Navy / Red,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Embroidered logo', 'Strap back closure', 'Gold hardware', 'Style: KH5188-110', 'Color: Navy / Red', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1155_bb04b097-7727-4aff-bf6f-3610f173beb9.jpg?v=1540494665', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1156_affcdafa-ab5a-448e-b62d-1357c2d697b1.jpg?v=1540494667', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1157_ed48607c-b599-495e-95b3-aea3e1c809c4.jpg?v=1540494669']",5,men,1,https://kith.com/products/kith-crest-flat-cap-navy-red
Kith Crest Flat Cap,KH5188-102,$60.0,$0.0,Navy / Blue,['OS'],"['Cotton twill fabric', 'Plaid crown and brim', 'Embroidered logo', 'Strap back closure', 'Gold hardware', 'Style: KH5188-102', 'Color: Navy / Blue', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1159_adbae6bb-21b5-4319-8ebd-68743f21001a.jpg?v=1540477429', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1160_fc37d6dc-9143-4f3f-95ac-082e23654a3f.jpg?v=1540477431', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_1161_de77a7c3-a294-40ab-b678-109b49265380.jpg?v=1540477433']",6,men,1,https://kith.com/products/kith-crest-flat-cap-navy-blue
Ader Error Basic Knit Beanie,AE18AFWKO04BK3-BLACK,$102.0,$0.0,Black,['OS'],"['Cotton fabric', 'Ribbed brim', 'Rubberized Ader logo patch', 'Stitch detail on rear', 'Style: AE18AFWKO04BK3-BLACK', 'Color: Black', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKA04BK3-BLACK-1.jpg?v=1540335290', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKA04BK3-BLACK-2.jpg?v=1540335293', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKA04BK3-BLACK-3.jpg?v=1540335296']",7,men,1,https://kith.com/products/ader-error-basic-knit-beanie-black
Ader Error Basic Knit Beanie,AE18AFWKO4BL3,$102.0,$0.0,Blue,['OS'],"['Cotton fabric', 'Ribbed brim', 'Rubberized Ader logo patch', 'Stitch detail on rear', 'Style: AE18AFWKO4BL3', 'Color: Blue', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKO4BL3-1.jpg?v=1540335206', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKO4BL3-2.jpg?v=1540335208', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWKO4BL3-3.jpg?v=1540335211']",8,men,1,https://kith.com/products/ader-error-basic-knit-beanie-blue
Ader Error Wide Brim Cap with Deep Girt,AE18AFWCA02NV3,$102.0,$0.0,Navy,['OS'],"['Canvas fabric', 'Embroidered logo on chest', 'Rear strapback closure', 'Metal hardware', 'Style: AE18AFWCA02NV3', 'Color: Navy', 'Material: Canvas']","['http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02NV3-1.jpg?v=1540335062', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02NV3-2.jpg?v=1540335062', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02NV3-3.jpg?v=1540335062']",9,men,1,https://kith.com/products/ader-error-wide-brim-cap-with-deep-girt-navy
