产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
ASOS DESIGN cable knit faux fur pom beanie,11211693,¥108.11,¥0,burgandy,"['xl', 'l']","['Tops thing off nicely', 'Pom-pom detail', 'Domed crown', 'Turn-up brim', 'Cable knit', 'For a textural switch-up', 'Main: 100% Acrylic, Trim: 100% Acrylic.']","['https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-1-burgandy?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211693-4?$XXL$&wid=870&fit=constrain']",1,women,1,https://www.asos.com/asos-design/asos-design-cable-knit-faux-fur-pom-beanie/prd/11211693?clr=burgandy
ASOS DESIGN cable knit faux fur pom beanie,11211682,¥108.11,¥0,black,"['xl', 'l']","['Tops thing off nicely', 'Pom-pom detail', 'Domed crown', 'Turn-up brim', 'Cable knit', 'For a textural switch-up', 'Main: 100% Acrylic, Trim: 100% Acrylic.']","['https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-cable-knit-faux-fur-pom-beanie/11211682-4?$XXL$&wid=870&fit=constrain']",2,women,1,https://www.asos.com/asos-design/asos-design-cable-knit-faux-fur-pom-beanie/prd/11211682?clr=black
adidas Originals Samstag dad cap in black,10499820,¥198.20,¥0,black,"['xl', 'l']","['For head-to-toe style', 'Domed crown', 'Embroidered Trefoil', 'Curved peak', 'Adjustable back strap fastening', 'Twill fabric', 'Ribbed, diagonal pattern', 'Slightly structured, very versatile', 'Body: 100% Polyester.']","['https:https://images.asos-media.com/products/adidas-originals-samstag-dad-cap-in-black/10499820-1-black?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/adidas-originals-samstag-dad-cap-in-black/10499820-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/adidas-originals-samstag-dad-cap-in-black/10499820-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/adidas-originals-samstag-dad-cap-in-black/10499820-4?$XXL$&wid=870&fit=constrain']",5,women,1,https://www.asos.com/adidas-originals/adidas-originals-samstag-dad-cap-in-black/prd/10499820?clr=black
ASOS DESIGN oversize turn back brim straw hat,10770594,¥225.22,¥0,natural,"['xl', 'l']","['Tops things off nicely', 'Ribbon trim', 'Oversized design', 'Super-wide brim', 'Woven straw', ""If you're partial to a textural switch-up"", 'Main: 64% Paper, 36% Polyester, Band: 100% Polyester.']","['https:https://images.asos-media.com/products/asos-design-oversize-turn-back-brim-straw-hat/10770594-1-natural?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-oversize-turn-back-brim-straw-hat/10770594-2?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-oversize-turn-back-brim-straw-hat/10770594-3?$XXL$&wid=870&fit=constrain', 'https:https://images.asos-media.com/products/asos-design-oversize-turn-back-brim-straw-hat/10770594-4?$XXL$&wid=870&fit=constrain']",3,women,1,https://www.asos.com/asos-design/asos-design-oversize-turn-back-brim-straw-hat/prd/10770594?clr=natural
