goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
H90 LOGO CAP 运动帽,CF4869,¥149,0,黑/黑/四度灰,"['OSFW', 'OSFM']","[' 这款运动帽子，设计清爽，造型日常。配可调式按扣背带，高冠型设计，含Climalite汗带。 ', 'Climalite汗带', '高冠型', '低弧度弧形帽檐', '可调节按扣带', '正面缀刺绣adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/3/22/15217121024875992_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/22/15217121053612541_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/22/15217120981558924_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/22/15217120957652055_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/22/15217120999843729_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/3/22/15217121079332175_2000X2000.jpg']",中性  运动表现  训练,1,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/31', 'goods_comment_comment': '帽子挺好看挺有型，潮男潮女必备，用券抵扣，挺划算的'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/27', 'goods_comment_comment': '挺喜欢的，样子很好看。是要买来送给别人当礼物的。质量也不错的。就是没有礼袋或者礼盒来装。其他都好'}, {'goods_comment_star': 3, 'goods_comment_time': '2019/03/25', 'goods_comment_comment': '那个吸汗边的位置其实有点闷，不推荐长时间戴着'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/20', 'goods_comment_comment': '给弟弟买的  他很喜欢  现在戴正好'}]",https://www.adidas.com.cn/item/CF4869?locale=zh_CN
S16 ZNE LOGO CA 运动帽,CY6049,¥149,0,黑/黑/黑,"['OSFW', 'OSFM']","[' 这款帽子，以中冠型搭配低弧度帽檐，造型摩登，升格经典。风格干练简洁，含Climalite汗带，力求伴你健身后清爽出行。 ', '锦纶', '加衬Climalite汗带', '中冠型；低弧度帽檐', '可调节按扣带', '正面缀热塑性聚氨酯橡胶（TPU）adidas运动徽标']","['https://img.adidas.com.cn/resources/2018/12/7/15441505018161270_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441505036248915_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544150506209326_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441505145519387_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441505113091793_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441505080046637_2000X2000.jpg']",中性  运动表现  训练,2,men,0,"[{'goods_comment_star': 4, 'goods_comment_time': '2019/06/12', 'goods_comment_comment': '戴着很帅气 帽子款型不错 透气不闷'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/27', 'goods_comment_comment': '是非常好的，是非常舒适，总之值得推荐。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/01', 'goods_comment_comment': '买给家里人的，试戴了一下，正好，还是满意的'}]",https://www.adidas.com.cn/item/CY6049?locale=zh_CN
C40 6P 3S CLMLT 运动帽,DT8544,¥149,0,白/黑,"['OSFW', 'OSFM']","[' 旨在适合户外运动的弹力训练帽。含Climalite汗带。背面按扣搭扣调节。 ', 'Climalite汗带', '中弧度预成型弧形帽檐', '背面可调节束带配扣环', '帽檐缀热塑性聚氨酯橡胶（TPU）三条纹', '正面缀浮面adidas运动徽标']","['https://img.adidas.com.cn/resources/2019/6/11/15602431517437296_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602431553428598_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602431660703410_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602431623562217_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602431686969106_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602431583177064_2000X2000.jpg']",中性  运动表现  训练,3,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/14', 'goods_comment_comment': ''}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}]",https://www.adidas.com.cn/item/DT8544?locale=zh_CN
H90 LOGO CAP 运动帽,DZ8958,¥149,0,黑/黑/白,"['OSFW', 'OSFM']","[' 这款运动帽子，设计清爽，造型日常。配可调式按扣背带，高冠型设计，含Climalite汗带。 ', 'Climalite汗带', '高冠型', '低弧度弧形帽檐', '可调节按扣搭扣', '正面缀刺绣adidas Badge of Sport标']","['https://img.adidas.com.cn/resources/2019/6/11/15602434754021489_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434733441062_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434681153866_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434638327920_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434702711932_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434604274623_2000X2000.jpg']",中性  运动表现  训练,4,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/31', 'goods_comment_comment': '帽子挺好看挺有型，潮男潮女必备，用券抵扣，挺划算的'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/27', 'goods_comment_comment': '挺喜欢的，样子很好看。是要买来送给别人当礼物的。质量也不错的。就是没有礼袋或者礼盒来装。其他都好'}, {'goods_comment_star': 3, 'goods_comment_time': '2019/03/25', 'goods_comment_comment': '那个吸汗边的位置其实有点闷，不推荐长时间戴着'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/20', 'goods_comment_comment': '给弟弟买的  他很喜欢  现在戴正好'}]",https://www.adidas.com.cn/item/DZ8958?locale=zh_CN
H90 LOGO CAP 运动帽,DZ8960,¥149,0,栗红/栗红/亮橙,"['OSFW', 'OSFM']","[' 这款运动帽子，设计清爽，造型日常。配可调式按扣背带，高冠型设计，含Climalite汗带。 ', 'Climalite汗带', '高冠型', '低弧度弧形帽檐', '可调节按扣搭扣', '正面缀刺绣adidas Badge of Sport标']","['https://img.adidas.com.cn/resources/2019/6/11/15602434893893084_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434841608421_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434822587133_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434860513969_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434911254961_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602434952031233_2000X2000.jpg']",中性  运动表现  训练,5,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/11', 'goods_comment_comment': '外观好，尺码正，质量优，很满意！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/31', 'goods_comment_comment': '帽子挺好看挺有型，潮男潮女必备，用券抵扣，挺划算的'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/27', 'goods_comment_comment': '挺喜欢的，样子很好看。是要买来送给别人当礼物的。质量也不错的。就是没有礼袋或者礼盒来装。其他都好'}, {'goods_comment_star': 3, 'goods_comment_time': '2019/03/25', 'goods_comment_comment': '那个吸汗边的位置其实有点闷，不推荐长时间戴着'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/20', 'goods_comment_comment': '给弟弟买的  他很喜欢  现在戴正好'}]",https://www.adidas.com.cn/item/DZ8960?locale=zh_CN
MARVEL CM CAP 帽,EC3036,¥149,0,白/学院藏青蓝/金 ,"['OSFW', 'OSFC']",[' '],"['https://img.adidas.com.cn/resources/2019/6/11/15602436520815196_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436568296614_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436431751535_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436480122353_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436540496864_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436453136745_2000X2000.jpg']",男童  运动表现  训练,6,men,0,[],https://www.adidas.com.cn/item/EC3036?locale=zh_CN
MARVEL BP CAP 帽,EC3038,¥149,0,黑/亮紫/金 ,"['OSFW', 'OSFC']",[' '],"['https://img.adidas.com.cn/resources/2019/6/11/1560243659910608_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436616539348_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436534904020_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436569405013_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436671588836_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436635315419_2000X2000.jpg']",男童  运动表现  训练,7,men,0,[],https://www.adidas.com.cn/item/EC3038?locale=zh_CN
SPIDERMAN CAP 帽,EC3039,¥149,0,学院藏青蓝/学院藏青蓝/银金属,"['OSFW', 'OSFC']",[' '],"['https://img.adidas.com.cn/resources/2019/6/11/15602436767899945_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436850053783_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436905474005_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436824274560_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436879243996_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436785495517_2000X2000.jpg']",男童  运动表现  训练,8,men,0,[],https://www.adidas.com.cn/item/EC3039?locale=zh_CN
AB CAP 橄榄球帽子,ED0976,¥199,0,黑,['OSFM'],[' '],"['https://img.adidas.com.cn/resources/2019/6/11/15602437078854066_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602437032856081_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602437053362819_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602437099915613_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436989979183_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602436960503339_2000X2000.jpg']",男子  运动表现  橄榄球,9,men,0,[],https://www.adidas.com.cn/item/ED0976?locale=zh_CN
ADILETTE BUCKET 渔夫帽,EH8699,¥299,0,学院藏青蓝/白,"['OSFW', 'OSFM']",[' '],"['https://img.adidas.com.cn/resources/2019/6/11/15602446330105313_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602446435117699_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602446347709076_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602446306205848_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602446366611226_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/6/11/15602446408097944_2000X2000.jpg']",中性  ORIGINALS,10,men,0,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/06/18', 'goods_comment_comment': '用积分兑换了50元优惠券，到手249元，比天猫官方旗舰店618活动还给力。'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/06/16', 'goods_comment_comment': '还行，戴着能遮到太阳。好看 合意的'}]",https://www.adidas.com.cn/item/EH8699?locale=zh_CN
