goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
BUCKET HAT AC 渔夫帽,EC5776,¥249,0,紫 亮光黄/白,"['OSFW', 'OSFM']","[' 熟悉的造型，新意的呈现。这款渔夫帽，设计简约，采用斜纹水洗棉布打造，力求呈现经历风霜的做旧质感。正面缀大号三叶草徽标，背面配小号三条纹织带。 ', '棉', '撞色三叶草徽标']","['https://img.adidas.com.cn/resources/2019/3/7/15519552305861120_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519552442738826_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519552422593459_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519552350538552_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519552384818972_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519552325214369_2000X2000.jpg']",中性 ORIGINALS,1,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '非常喜欢，帽檐是软软的那种。尺码偏小，建议女孩子也买M比较好'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '此款帽子很漂亮很好看，款式新颖独特，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '已经在实体店买过一个，很舒服，又时尚的单品，这次是买给一个朋友的。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '一级号 一级棒 填好了 治你的不错'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '帽子很好。帽檐稍微短了一点。喜欢'}]",https://www.adidas.com.cn/item/EC5776?locale=zh_CN
BUCKET HAT AC 渔夫帽,EC5775,¥249,0,冷感黄/白,"['OSFW', 'OSFM']","[' 熟悉的造型，新意的呈现。这款渔夫帽，设计简约，采用斜纹水洗棉布打造，力求呈现经历风霜的做旧质感。正面缀大号三叶草徽标，背面配小号三条纹织带。 ', '棉', '撞色三叶草徽标']","['https://img.adidas.com.cn/resources/2019/3/7/15519553040404149_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553059009438_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553177505670_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553101859395_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553077542092_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553150371515_2000X2000.jpg']",中性 ORIGINALS,2,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '非常喜欢，帽檐是软软的那种。尺码偏小，建议女孩子也买M比较好'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '此款帽子很漂亮很好看，款式新颖独特，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '已经在实体店买过一个，很舒服，又时尚的单品，这次是买给一个朋友的。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '一级号 一级棒 填好了 治你的不错'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '帽子很好。帽檐稍微短了一点。喜欢'}]",https://www.adidas.com.cn/item/EC5775?locale=zh_CN
BUCKET HAT AC 渔夫帽,EC5774,¥249,0,橙黄/白,"['OSFW', 'OSFM']","[' 熟悉的造型，新意的呈现。这款渔夫帽，设计简约，采用斜纹水洗棉布打造，力求呈现经历风霜的做旧质感。正面缀大号三叶草徽标，背面配小号三条纹织带。 ', '棉', '撞色三叶草徽标']","['https://img.adidas.com.cn/resources/2019/3/7/15519553435564162_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553394602014_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553299323968_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/1551955334759338_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553321624014_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553372531259_2000X2000.jpg']",中性 ORIGINALS,3,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '非常喜欢，帽檐是软软的那种。尺码偏小，建议女孩子也买M比较好'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '此款帽子很漂亮很好看，款式新颖独特，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '已经在实体店买过一个，很舒服，又时尚的单品，这次是买给一个朋友的。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '一级号 一级棒 填好了 治你的不错'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '帽子很好。帽檐稍微短了一点。喜欢'}]",https://www.adidas.com.cn/item/EC5774?locale=zh_CN
adidas neo DAILY CAP 帽子,DW4948,¥99,0,粉/白,['OSFW'],"[' 这款帽子，力求展现你对adidas的热爱。简约运动，背面按扣设计，斜纹棉布面料，休闲质感。 ', '棉', '中弧度预成型帽檐', '可调节按扣带']","['https://img.adidas.com.cn/resources/2019/3/8/15520070894334677_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/8/15520070937187250_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/8/15520070920058449_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/8/15520070953257564_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/8/15520070974963939_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/8/15520070859284050_2000X2000.jpg']",中性 adidas neo,4,men,1,[],https://www.adidas.com.cn/item/DW4948?locale=zh_CN
LK GRAPHIC CAP 儿童帽,DW4759,¥129,0,白/粉/粉,['OSFC'],[],"['https://img.adidas.com.cn/resources/2019/3/7/15519583167944282_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583186783528_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583104912728_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583075632859_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583037649396_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583124872201_2000X2000.jpg']",女童 训练,5,men,1,[],https://www.adidas.com.cn/item/DW4759?locale=zh_CN
LK GRAPHIC CAP 儿童帽,DW4758,¥129,0,学院藏青蓝/红/白,['OSFC'],[],"['https://img.adidas.com.cn/resources/2019/3/7/15519583617358792_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583566138916_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/1551958352267104_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583542904102_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583584061597_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519583496588402_2000X2000.jpg']",男童 训练,6,men,1,[],https://www.adidas.com.cn/item/DW4758?locale=zh_CN
SAMSTAG DAD CAP 帽子,DV1411,¥299,0,黑/白/金 ,['OSFM'],"[' 这款帽子，造型简约意式，以70和80年代的运动设计为灵感。采用斜纹棉布打造，配预成型弧形帽檐，含后扣带，旨在方便调节。缀刺绣三叶草徽标，含烫金色三叶草别针，更添别致。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合', '正面缀烫金色三叶草别针']","['https://img.adidas.com.cn/resources/2019/3/7/15519553680231251_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553700661881_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553636045253_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553573846240_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553654662425_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553609827401_2000X2000.jpg']",中性 ORIGINALS,7,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/17', 'goods_comment_comment': '啊哈好红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '帽子非常好看 很时尚百搭 我特别喜欢。'}]",https://www.adidas.com.cn/item/DV1411?locale=zh_CN
BUCKET HAT AC 渔夫帽,DV0863,¥249,0,黑/白,"['OSFW', 'OSFM']","[' 熟悉的造型，新意的呈现。这款渔夫帽，设计简约，采用斜纹水洗棉布打造，力求呈现经历风霜的做旧质感。正面缀大号三叶草徽标，背面配小号三条纹织带。 ', '棉', '撞色三叶草徽标']","['https://img.adidas.com.cn/resources/2019/3/7/15519553821189284_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553938349265_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553801389628_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553838947767_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553911409421_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/3/7/15519553884664754_2000X2000.jpg']",中性 ORIGINALS,8,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '非常喜欢，帽檐是软软的那种。尺码偏小，建议女孩子也买M比较好'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '此款帽子很漂亮很好看，款式新颖独特，我喜欢'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '已经在实体店买过一个，很舒服，又时尚的单品，这次是买给一个朋友的。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '一级号 一级棒 填好了 治你的不错'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/03/18', 'goods_comment_comment': '帽子很好。帽檐稍微短了一点。喜欢'}]",https://www.adidas.com.cn/item/DV0863?locale=zh_CN
