产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品评论,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
BUCKET HAT AC 渔夫帽,EK4798,¥299,0,多色,['OSFW'],[],"['https://img.adidas.com.cn/resources/2019/2/11/15498732481803347_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732526654840_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732506937229_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732551341537_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732403833735_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732456991778_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/2/11/15498732348001377_2000X2000.jpg']",中性 ORIGINALS,1,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/02/18', 'goods_comment_comment': '比想象中好太多，三叶草这款渔夫帽太好看了吧'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '帽子很时尚 正好适合我有的时候不扎头发带'}]",https://www.adidas.com.cn/item/EK4798?locale=zh_CN
CAP 帽子,EJ7422,¥399,0,深蓝,"['OSFW', 'OSFM']","[' 这款帽子，由adidas联手Kylie Jenner凯莉·詹娜共同设计，采用简约斜纹棉布打造。含长后带，造型摩登典雅。帽檐带预成型弧度，靓丽讨喜。 ', '棉', '预成型弧形帽檐', '长后带']","['https://img.adidas.com.cn/resources/2019/1/29/15487444573126533_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487444511683306_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487444592867377_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487444485235572_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/1548744462366599_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487444547498920_2000X2000.jpg']",中性 ORIGINALS,2,men,1,[],https://www.adidas.com.cn/item/EJ7422?locale=zh_CN
adidas NMD CAP 帽子,DV0146,¥299,0,黑/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/29/15487478764369266_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478696993885_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478744087684_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478783592883_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478655409545_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478717135074_2000X2000.jpg']",中性 ORIGINALS,3,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/02/16', 'goods_comment_comment': '质量就不用说了 真好！款式那么潮！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '略略有点偏大，幸好可以调节。做工与用料都很好！值得推荐！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/02/12', 'goods_comment_comment': '很好看的一款帽子，很酷。我永远喜欢阿迪达斯！！！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': 'NMD 帽子-不错。很好搭配，'}]",https://www.adidas.com.cn/item/DV0146?locale=zh_CN
IAIASNAPBCK 帽子,DU8301,¥299,0,黑,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/29/15487479038355499_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487479130687016_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487479111458405_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487479084032048_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487479058731265_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478997858332_2000X2000.jpg']",中性 ORIGINALS,4,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/02/19', 'goods_comment_comment': '质感比较薄，夏天戴合适！平檐帽适合反着戴'}]",https://www.adidas.com.cn/item/DU8301?locale=zh_CN
REVERSIBLE CAP 帽子,DU6972,¥349,0,常春藤绿/黑,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/29/15487478713573056_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478623612783_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478605317159_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478656421463_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478684972587_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487478581344875_2000X2000.jpg']",中性 ORIGINALS,5,men,1,[],https://www.adidas.com.cn/item/DU6972?locale=zh_CN
MUFC C40 CAP 曼联帽子,DQ1526,¥149,0,天然红/黑,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/29/15487465756266942_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487465671424039_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487465729118346_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487465774629553_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487465646356450_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487465702417297_2000X2000.jpg']",中性 足球,6,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/02/17', 'goods_comment_comment': '很好看的曼联红，猪年红红火火，开心'}]",https://www.adidas.com.cn/item/DQ1526?locale=zh_CN
TRADTRUCKER 帽子,CV8699,¥249,0,黑,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/25/15484032273889643_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484032255896005_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484032193329966_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484032212495718_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484032294031463_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/1548403233306766_2000X2000.jpg']",男子 ORIGINALS,7,men,1,[],https://www.adidas.com.cn/item/CV8699?locale=zh_CN
adidas neo SUMMER SC CAP帽子,CF6822,¥169,0,黑,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/25/15484042240099091_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484042297959923_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484042315717685_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484042217904022_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484042259138624_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/25/15484042334536469_2000X2000.jpg']",中性 adidas neo,8,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/02/19', 'goods_comment_comment': '帽舌有点不好看，黑色还可以吧！'}]",https://www.adidas.com.cn/item/CF6822?locale=zh_CN
ZNE LOGO WOOLIE 针织帽,BR0612,¥149,0,冰晶粉,"['OSFW', 'OSFM']","[' 这款舒适的帽子，力求成为你出入教室或健身房的良伴。无檐便帽设计，采用腈纶针织面料打造，正面缀浮面adidas运动徽标。 ', '正面缀3D adidas运动徽标', '腈纶']","['https://img.adidas.com.cn/resources/2019/1/29/1548749457403974_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487494774081311_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/1548749473343750_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487494693849346_2000X2000.jpg', 'https://img.adidas.com.cn/resources/2019/1/29/15487494656087876_2000X2000.jpg']",中性 训练,9,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/13', 'goods_comment_comment': '帽子大小很合适，质量做工都很好！'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '非常好，感谢adidas~~~~~~~'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/09', 'goods_comment_comment': '大小正合适，也没什么线头，北方冬天戴没问题'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '整体很舒适，可是大小只有男女款的话有可能会有点不是很准确'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/08', 'goods_comment_comment': '很保暖，面料手感也不错，冬天可以用'}]",https://www.adidas.com.cn/item/BR0612?locale=zh_CN
